Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Ronak Safazadeh,https://en.wikipedia.org/wiki/Ronak_Safazadeh,Q7364604,https://www.wikidata.org/wiki/Q7364604,female,activist,Iran,,1985-01-01T00:00:00Z
Salome MC,https://en.wikipedia.org/wiki/Salome_MC,Q7405619,https://www.wikidata.org/wiki/Q7405619,female,graffiti artist; rapper; songwriter; television producer; video artist,Iran,,1985-02-23T00:00:00Z
Soraya Serajeddini,https://en.wikipedia.org/wiki/Soraya_Serajeddini,Q7563318,https://www.wikidata.org/wiki/Q7563318,female,human rights defender,Iran,Tehran,1960-03-23T00:00:00Z
Maryam Shafipour,https://en.wikipedia.org/wiki/Maryam_Shafipour,Q16732089,https://www.wikidata.org/wiki/Q16732089,female,human rights defender,Iran,,
Shaparak Shajarizadeh,https://en.wikipedia.org/wiki/Shaparak_Shajarizadeh,Q58919126,https://www.wikidata.org/wiki/Q58919126,female,activist,Iran,Iran,1973-01-01T00:00:00Z
Somayeh Tohidlou,https://en.wikipedia.org/wiki/Somayeh_Tohidlou,Q7409590,https://www.wikidata.org/wiki/Q7409590,female,blogger,Iran,,1979-01-01T00:00:00Z
Lobat Vala,https://en.wikipedia.org/wiki/Lobat_Vala,Q6663554,https://www.wikidata.org/wiki/Q6663554,female,journalist; poet; songwriter; writer,Iran,Tehran,1930-01-01T00:00:00Z
Elham Youssefian,https://en.wikipedia.org/wiki/Elham_Youssefian,Q123505719,https://www.wikidata.org/wiki/Q123505719,female,adviser,,Iran,
Ahmad Jannati,https://en.wikipedia.org/wiki/Ahmad_Jannati,Q400624,https://www.wikidata.org/wiki/Q400624,male,akhoond; politician; theologian,Iran,Isfahan,1927-02-22T00:00:00Z
Hossein Ravazadeh,https://en.wikipedia.org/wiki/Hossein_Ravazadeh,Q5951665,https://www.wikidata.org/wiki/Q5951665,male,anti-vaccine activist; physician,Iran,Tehran,1956-01-01T00:00:00Z
Abbas Tabrizian,https://en.wikipedia.org/wiki/Abbas_Tabrizian,Q85972704,https://www.wikidata.org/wiki/Q85972704,male,ayatollah,Iran,Najaf,1962-01-01T00:00:00Z
Bahar Davary,https://en.wikipedia.org/wiki/Bahar_Davary,Q106697572,https://www.wikidata.org/wiki/Q106697572,female,religious studies scholar; theologian,Iran,,1964-01-01T00:00:00Z
Hassan Abbasi,https://en.wikipedia.org/wiki/Hassan_Abbasi,Q1588554,https://www.wikidata.org/wiki/Q1588554,male,military personnel; orator,Iran,Azna County,1966-01-01T00:00:00Z
Hassan Rahimpour Azghadi,https://en.wikipedia.org/wiki/Hassan_Rahimpour_Azghadi,Q5679799,https://www.wikidata.org/wiki/Q5679799,male,essayist; orator,Iran,Mashhad,1965-01-01T00:00:00Z
Marzieh Hashemi,https://en.wikipedia.org/wiki/Marzieh_Hashemi,Q5735970,https://www.wikidata.org/wiki/Q5735970,female,journalist,Iran; United States,New Orleans,1959-12-21T00:00:00Z
Nasser Pourpirar,https://en.wikipedia.org/wiki/Nasser_Pourpirar,Q3675831,https://www.wikidata.org/wiki/Q3675831,male,blogger; historian; writer,Iran,Tehran,1940-01-01T00:00:00Z
Ali-Akbar Raefipour,https://en.wikipedia.org/wiki/Ali-Akbar_Raefipour,Q28149908,https://www.wikidata.org/wiki/Q28149908,male,conspiracy theorist; orator; propagandist,Iran,Sabzevar,1984-01-01T00:00:00Z
Nader Talebzadeh,https://en.wikipedia.org/wiki/Nader_Talebzadeh,Q6957575,https://www.wikidata.org/wiki/Q6957575,male,film critic; film director; film producer; screenwriter,Iran,Tehran,1953-12-28T00:00:00Z
Noureddin Alamouti,https://en.wikipedia.org/wiki/Noureddin_Alamouti,Q27063120,https://www.wikidata.org/wiki/Q27063120,male,politician,,"Varak, Qazvin",1901-01-01T00:00:00Z
Ahmad Sayyed Javadi,https://en.wikipedia.org/wiki/Ahmad_Sayyed_Javadi,Q4695464,https://www.wikidata.org/wiki/Q4695464,male,lawyer; politician,Iran,Qazvin,1917-06-24T00:00:00Z
Abbas Palizdar,https://en.wikipedia.org/wiki/Abbas_Palizdar,Q4663784,https://www.wikidata.org/wiki/Q4663784,male,politician,Iran,,1968-09-01T00:00:00Z
Yashar Soltani,https://en.wikipedia.org/wiki/Yashar_Soltani,Q27867991,https://www.wikidata.org/wiki/Q27867991,male,journalist,,,
Ahmad Tavakkoli,https://en.wikipedia.org/wiki/Ahmad_Tavakkoli,Q4164150,https://www.wikidata.org/wiki/Q4164150,male,politician,Iran,Behshahr,1951-03-05T00:00:00Z
Mina Ahadi,https://en.wikipedia.org/wiki/Mina_Ahadi,Q113781,https://www.wikidata.org/wiki/Q113781,female,human rights defender; politician; spokesperson; women's rights activist,Austria; Iran,Abhar,1956-01-01T00:00:00Z
Mahmood Amiry-Moghaddam,https://en.wikipedia.org/wiki/Mahmood_Amiry-Moghaddam,Q4570124,https://www.wikidata.org/wiki/Q4570124,male,human rights defender; neuroscientist; professor of medicine,Iran; Norway,Kerman,1971-04-21T00:00:00Z
Shadi Sadr,https://en.wikipedia.org/wiki/Shadi_Sadr,Q6485256,https://www.wikidata.org/wiki/Q6485256,female,human rights defender; journalist; lawyer,Iran,Tehran,1974-01-01T00:00:00Z
Mahnaz Afkhami,https://en.wikipedia.org/wiki/Mahnaz_Afkhami,Q6734697,https://www.wikidata.org/wiki/Q6734697,female,human rights defender; politician,Iran,Kerman,1941-02-02T00:00:00Z
Shahrbanoo Amani,https://en.wikipedia.org/wiki/Shahrbanoo_Amani,Q20110573,https://www.wikidata.org/wiki/Q20110573,female,politician,Iran,Urmia,1960-01-01T00:00:00Z
Abbas Amir-Entezam,https://en.wikipedia.org/wiki/Abbas_Amir-Entezam,Q4663728,https://www.wikidata.org/wiki/Q4663728,male,diplomat; politician,Iran,Tehran,1932-08-18T00:00:00Z
Vahid Asghari,https://en.wikipedia.org/wiki/Vahid_Asghari,Q7908627,https://www.wikidata.org/wiki/Q7908627,male,blogger; human rights defender; journalist,Iran,Tehran,1986-04-03T00:00:00Z
Bibi Khanoom Astarabadi,https://en.wikipedia.org/wiki/Bibi_Khanoom_Astarabadi,Q4903029,https://www.wikidata.org/wiki/Q4903029,female,essayist; head teacher; journalist; philanthropist; writer,Iran,Now Kandeh,1858-01-01T00:00:00Z
Shapour Bakhtiar,https://en.wikipedia.org/wiki/Shapour_Bakhtiar,Q471787,https://www.wikidata.org/wiki/Q471787,male,politician,Pahlavi Iran,Isfahan,1914-01-01T00:00:00Z
Jila Baniyaghoob,https://en.wikipedia.org/wiki/Jila_Baniyaghoob,Q4937441,https://www.wikidata.org/wiki/Q4937441,female,essayist; journalist,Iran,Bandar-e Anzali,1970-08-21T00:00:00Z
Masoud Bastani,https://en.wikipedia.org/wiki/Masoud_Bastani,Q10858455,https://www.wikidata.org/wiki/Q10858455,male,essayist; journalist,Iran,Arak,1978-05-12T00:00:00Z
Ahmad Batebi,https://en.wikipedia.org/wiki/Ahmad_Batebi,Q389117,https://www.wikidata.org/wiki/Q389117,male,blogger; journalist; photographer,Iran,Shiraz,1977-07-25T00:00:00Z
Mehdi Bazargan,https://en.wikipedia.org/wiki/Mehdi_Bazargan,Q382369,https://www.wikidata.org/wiki/Q382369,male,engineer; politician; scholar,Iran,Tehran,1907-09-01T00:00:00Z
Simin Behbahani,https://en.wikipedia.org/wiki/Simin_Behbahani,Q466672,https://www.wikidata.org/wiki/Q466672,female,lyricist; poet; songwriter; writer,Iran; Pahlavi Iran,Tehran,1927-07-20T00:00:00Z
Adib Boroumand,https://en.wikipedia.org/wiki/Adib_Boroumand,Q4682669,https://www.wikidata.org/wiki/Q4682669,male,lawyer; literary scholar; poet; politician,Iran,Gaz,1924-06-11T00:00:00Z
Ahmad Bourghani,https://en.wikipedia.org/wiki/Ahmad_Bourghani,Q240657,https://www.wikidata.org/wiki/Q240657,male,journalist; politician,Iran,Tehran,1960-01-02T00:00:00Z
Iranian protests against compulsory hijab,https://en.wikipedia.org/wiki/Iranian_protests_against_compulsory_hijab,Q47489345,https://www.wikidata.org/wiki/Q47489345,,,,,
Hamid Dabashi,https://en.wikipedia.org/wiki/Hamid_Dabashi,Q459310,https://www.wikidata.org/wiki/Q459310,male,film critic; historian; journalist; literary critic; literary historian; peace activist; professor; sociologist,Iran,Ahvaz,1951-06-15T00:00:00Z
Mohammad Ali Dadkhah,https://en.wikipedia.org/wiki/Mohammad_Ali_Dadkhah,Q6891762,https://www.wikidata.org/wiki/Q6891762,male,lawyer,Iran,Isfahan,
Amir Khosrow Dalirsani,https://en.wikipedia.org/wiki/Amir_Khosrow_Dalirsani,Q4746589,https://www.wikidata.org/wiki/Q4746589,male,human rights defender,Iran,,
Arzhang Davoodi,https://en.wikipedia.org/wiki/Arzhang_Davoodi,Q5960414,https://www.wikidata.org/wiki/Q5960414,male,politician,Iran,Abadan,1952-01-01T00:00:00Z
Hossein Derakhshan,https://en.wikipedia.org/wiki/Hossein_Derakhshan,Q1362305,https://www.wikidata.org/wiki/Q1362305,male,blogger; journalist,Canada; Iran,Iran,1975-01-07T00:00:00Z
Hootan Dolati,https://en.wikipedia.org/wiki/Hootan_Dolati,Q27789846,https://www.wikidata.org/wiki/Q27789846,male,politician,Iran,Tehran,1977-02-05T00:00:00Z
Nargess Eskandari-Grünberg,https://en.wikipedia.org/wiki/Nargess_Eskandari-Gr%C3%BCnberg,,,,,,,
Farhad Mehrad,https://en.wikipedia.org/wiki/Farhad_Mehrad,Q3066855,https://www.wikidata.org/wiki/Q3066855,male,guitarist; pianist; singer; songwriter,Iran,Tehran,1944-01-19T00:00:00Z
Fereydoun Farrokhzad,https://en.wikipedia.org/wiki/Fereydoun_Farrokhzad,Q178963,https://www.wikidata.org/wiki/Q178963,male,actor; composer; poet; presenter; singer; songwriter,Iran,Tehran,1936-10-07T00:00:00Z
Dariush Forouhar,https://en.wikipedia.org/wiki/Dariush_Forouhar,Q289766,https://www.wikidata.org/wiki/Q289766,male,politician,Iran,Isfahan,1928-08-18T00:00:00Z
Akbar Ganji,https://en.wikipedia.org/wiki/Akbar_Ganji,Q416794,https://www.wikidata.org/wiki/Q416794,male,essayist; journalist; writer,Iran,Qazvin,1960-01-31T00:00:00Z
Mahtab Gholizadeh,https://en.wikipedia.org/wiki/Mahtab_Gholizadeh,Q110098172,https://www.wikidata.org/wiki/Q110098172,female,journalist,Iran,Garmsar,1988-04-06T00:00:00Z
Fatemeh Haghighatjoo,https://en.wikipedia.org/wiki/Fatemeh_Haghighatjoo,Q5437443,https://www.wikidata.org/wiki/Q5437443,female,academic; human rights defender; politician; professor; psychologist,Iran,Tehran,1968-12-29T00:00:00Z
Saeed Hajjarian,https://en.wikipedia.org/wiki/Saeed_Hajjarian,Q349095,https://www.wikidata.org/wiki/Q349095,male,journalist; writer,Iran,Tehran,1954-01-01T00:00:00Z
Shahram Homayoun,https://en.wikipedia.org/wiki/Shahram_Homayoun,Q10843569,https://www.wikidata.org/wiki/Q10843569,male,politician,Iran,Tehran,1955-06-23T00:00:00Z
Ramin Jahanbegloo,https://en.wikipedia.org/wiki/Ramin_Jahanbegloo,Q508621,https://www.wikidata.org/wiki/Q508621,male,essayist; philosopher; university teacher; writer,Canada; France; Iran,Tehran,1956-01-01T00:00:00Z
Mohsen Kadivar,https://en.wikipedia.org/wiki/Mohsen_Kadivar,Q429947,https://www.wikidata.org/wiki/Q429947,male,academic; essayist; intellectual; mullah; philosopher; politician; theologian; writer,Iran,Fasa,1959-06-07T00:00:00Z
Hamid Reza Katouzian,https://en.wikipedia.org/wiki/Hamid_Reza_Katouzian,Q5644635,https://www.wikidata.org/wiki/Q5644635,male,politician,Iran,Tehran,1959-10-23T00:00:00Z
Hashem Khastar,https://en.wikipedia.org/wiki/Hashem_Khastar,Q57823129,https://www.wikidata.org/wiki/Q57823129,male,,,Birjand,1953-06-02T00:00:00Z
Hadi Khorsandi,https://en.wikipedia.org/wiki/Hadi_Khorsandi,Q5637832,https://www.wikidata.org/wiki/Q5637832,male,journalist; poet; writer,Iran,Iran,1943-07-22T00:00:00Z
Elaheh Koulaei,https://en.wikipedia.org/wiki/Elaheh_Koulaei,Q5353137,https://www.wikidata.org/wiki/Q5353137,female,politician,Iran,Tehran,1956-12-17T00:00:00Z
Ali Latifiyan,https://en.wikipedia.org/wiki/Ali_Latifiyan,Q111370029,https://www.wikidata.org/wiki/Q111370029,male,political scientist,Iran,Tehran,1968-12-06T00:00:00Z
Abdolali Lotfi,https://en.wikipedia.org/wiki/Abdolali_Lotfi,Q16051199,https://www.wikidata.org/wiki/Q16051199,male,lawyer; politician,Iran,Amol,1881-01-01T00:00:00Z
Mohammad Maleki,https://en.wikipedia.org/wiki/Mohammad_Maleki,Q6892168,https://www.wikidata.org/wiki/Q6892168,male,writer,Iran,Tajrish,1933-07-11T00:00:00Z
Abbas Milani,https://en.wikipedia.org/wiki/Abbas_Milani,Q4118422,https://www.wikidata.org/wiki/Q4118422,male,academic; historian; translator; writer,Iran,Tehran,1949-01-01T00:00:00Z
Shokooh Mirzadegi,https://en.wikipedia.org/wiki/Shokooh_Mirzadegi,Q7500185,https://www.wikidata.org/wiki/Q7500185,female,novelist; poet; writer,,,2000-01-01T00:00:00Z
Hassan Modarres,https://en.wikipedia.org/wiki/Hassan_Modarres,Q589068,https://www.wikidata.org/wiki/Q589068,male,politician; theologian,Iran,Isfahan Province,1870-01-01T00:00:00Z
Mohammad-Taqi Akbar-Nejad,https://en.wikipedia.org/wiki/Mohammad-Taqi_Akbar-Nejad,Q124618659,https://www.wikidata.org/wiki/Q124618659,male,,,,
Akbar Mohammadi (student),https://en.wikipedia.org/wiki/Akbar_Mohammadi_%28student%29,,,,,,,
Mohammad Mokhtari (protester),https://en.wikipedia.org/wiki/Mohammad_Mokhtari_%28protester%29,,,,,,,
Hussein-Ali Montazeri,https://en.wikipedia.org/wiki/Hussein-Ali_Montazeri,Q311160,https://www.wikidata.org/wiki/Q311160,male,akhoond; human rights defender; philosopher; politician; theologian; writer,Iran,Najafabad,1922-09-22T00:00:00Z
Mohammad Mosaddegh,https://en.wikipedia.org/wiki/Mohammad_Mosaddegh,Q123037,https://www.wikidata.org/wiki/Q123037,male,diplomat; politician; writer,Pahlavi Iran,Tehran,1882-06-16T00:00:00Z
Mir-Hossein Mousavi,https://en.wikipedia.org/wiki/Mir-Hossein_Mousavi,Q217154,https://www.wikidata.org/wiki/Q217154,male,architect; essayist; journalist; painter; politician; writer,Iran,Khamaneh,1941-09-29T00:00:00Z
Ebrahim Nabavi,https://en.wikipedia.org/wiki/Ebrahim_Nabavi,Q349299,https://www.wikidata.org/wiki/Q349299,male,journalist; politician; teacher; writer,Iran,Astara,1958-11-13T00:00:00Z
Saleh Nikbakht,https://en.wikipedia.org/wiki/Saleh_Nikbakht,Q7403932,https://www.wikidata.org/wiki/Q7403932,male,lawyer,Iran,Saqqez,
Kasra Nouri,https://en.wikipedia.org/wiki/Kasra_Nouri,Q15904887,https://www.wikidata.org/wiki/Q15904887,male,editor-in-chief; journalist; politician,Iran,Bandar Abbas,1990-06-27T00:00:00Z
Mohammad Nourizad,https://en.wikipedia.org/wiki/Mohammad_Nourizad,Q6892273,https://www.wikidata.org/wiki/Q6892273,male,blogger; film director; politician; screenwriter; television director,Iran,Tehran,1952-12-10T00:00:00Z
"Reza Pahlavi, Crown Prince of Iran",https://en.wikipedia.org/wiki/Reza_Pahlavi%2C_Crown_Prince_of_Iran,,,,,,,
Hossein Rafiee,https://en.wikipedia.org/wiki/Hossein_Rafiee,Q20310546,https://www.wikidata.org/wiki/Q20310546,male,chemist,,Birjand,1945-03-08T00:00:00Z
Keyvan Rafiee,https://en.wikipedia.org/wiki/Keyvan_Rafiee,Q5947579,https://www.wikidata.org/wiki/Q5947579,male,blogger; human rights defender; journalist,,Iran,
Sakineh (Simin) M. Redjali,https://en.wikipedia.org/wiki/Sakineh_%28Simin%29_M._Redjali,,,,,,,
Roya Heshmati,https://en.wikipedia.org/wiki/Roya_Heshmati,Q124158219,https://www.wikidata.org/wiki/Q124158219,female,political activist,Iran,Sanandaj,1990-01-01T00:00:00Z
Ahmad Sadri,https://en.wikipedia.org/wiki/Ahmad_Sadri,Q4695455,https://www.wikidata.org/wiki/Q4695455,male,sociologist,Iran; Pahlavi dynasty,,1950-01-01T00:00:00Z
Morad Saghafi,https://en.wikipedia.org/wiki/Morad_Saghafi,Q25424108,https://www.wikidata.org/wiki/Q25424108,male,journalist; political scientist; writer,,Tehran,1957-01-01T00:00:00Z
Yousef Saanei,https://en.wikipedia.org/wiki/Yousef_Saanei,Q959920,https://www.wikidata.org/wiki/Q959920,male,Islamic jurist; judge; politician; ulema; writer,Iran; Pahlavi Iran,Nikabad,1937-10-16T00:00:00Z
Karim Sanjabi,https://en.wikipedia.org/wiki/Karim_Sanjabi,Q6370654,https://www.wikidata.org/wiki/Q6370654,male,politician; university teacher,Iran,Kermanshah,1905-09-11T00:00:00Z
Amir Hossein Heshmat Saran,https://en.wikipedia.org/wiki/Amir_Hossein_Heshmat_Saran,Q4746563,https://www.wikidata.org/wiki/Q4746563,male,,Iran,Iran,1960-01-01T00:00:00Z
Marjane Satrapi,https://en.wikipedia.org/wiki/Marjane_Satrapi,Q126633,https://www.wikidata.org/wiki/Q126633,female,comics artist; film director,France; Iran,Rasht County,1969-11-22T00:00:00Z
Mohsen Sazegara,https://en.wikipedia.org/wiki/Mohsen_Sazegara,Q6894447,https://www.wikidata.org/wiki/Q6894447,male,journalist; politician,Iran,Tehran,1955-01-05T00:00:00Z
Manouchehr Shafaei,https://en.wikipedia.org/wiki/Manouchehr_Shafaei,Q25426177,https://www.wikidata.org/wiki/Q25426177,male,human rights defender; journalist,Iran,Tehran,1949-09-23T00:00:00Z
Ali Shariati,https://en.wikipedia.org/wiki/Ali_Shariati,Q317475,https://www.wikidata.org/wiki/Q317475,male,Islamicist; essayist; poet; political activist; sociologist; translator,Iran,Mazinan,1933-11-23T00:00:00Z
Shahla Sherkat,https://en.wikipedia.org/wiki/Shahla_Sherkat,Q3481223,https://www.wikidata.org/wiki/Q3481223,female,journalist; writer,Iran,Isfahan,1956-03-30T00:00:00Z
Ali-Asghar Hekmat,https://en.wikipedia.org/wiki/Ali-Asghar_Hekmat,Q6566527,https://www.wikidata.org/wiki/Q6566527,male,diplomat; politician; translator; writer,Iran,Shiraz,1892-06-16T00:00:00Z
Abdolfattah Soltani,https://en.wikipedia.org/wiki/Abdolfattah_Soltani,Q308248,https://www.wikidata.org/wiki/Q308248,male,human rights defender; lawyer,Iran,,1953-11-02T00:00:00Z
Abdolkarim Soroush,https://en.wikipedia.org/wiki/Abdolkarim_Soroush,Q308269,https://www.wikidata.org/wiki/Q308269,male,philosopher; university teacher; writer,Iran,Tehran,1945-12-16T00:00:00Z
Nasrin Sotoudeh,https://en.wikipedia.org/wiki/Nasrin_Sotoudeh,Q242124,https://www.wikidata.org/wiki/Q242124,female,lawyer,Iran,Tehran Province,1963-05-30T00:00:00Z
Heshmat Tabarzadi,https://en.wikipedia.org/wiki/Heshmat_Tabarzadi,Q2367578,https://www.wikidata.org/wiki/Q2367578,male,journalist; politician,Iran,Golpayegan,1959-03-21T00:00:00Z
Mahmoud Taleghani,https://en.wikipedia.org/wiki/Mahmoud_Taleghani,Q1255284,https://www.wikidata.org/wiki/Q1255284,male,akhoond; politician; theologian,Iran,Tehran,1911-03-07T00:00:00Z
Roya Toloui,https://en.wikipedia.org/wiki/Roya_Toloui,Q469763,https://www.wikidata.org/wiki/Q469763,female,human rights defender; journalist,Iran,Baneh,1966-05-22T00:00:00Z
Mehrdad Vahabi,https://en.wikipedia.org/wiki/Mehrdad_Vahabi,Q109550523,https://www.wikidata.org/wiki/Q109550523,male,economist,,,1959-01-01T00:00:00Z
Mohammad Amin Valian,https://en.wikipedia.org/wiki/Mohammad_Amin_Valian,Q6891808,https://www.wikidata.org/wiki/Q6891808,male,,Iran,Damghan,1989-01-01T00:00:00Z
Ahmad Zeidabadi,https://en.wikipedia.org/wiki/Ahmad_Zeidabadi,Q4695506,https://www.wikidata.org/wiki/Q4695506,male,journalist; writer,Iran,Sirjan,1966-07-21T00:00:00Z
Mahboubeh Abbasgholizadeh,https://en.wikipedia.org/wiki/Mahboubeh_Abbasgholizadeh,Q11766308,https://www.wikidata.org/wiki/Q11766308,female,human rights defender; journalist,Iran,Khorramshahr,1958-01-01T00:00:00Z
Ali Abdi (activist),https://en.wikipedia.org/wiki/Ali_Abdi_%28activist%29,,,,,,,
"Haleh Afshar, Baroness Afshar",https://en.wikipedia.org/wiki/Haleh_Afshar%2C_Baroness_Afshar,,,,,,,
