confidence_level,created_at,description,description_en,display_name,display_name_en,followers_count,following_count,iteration_source,location,manual_person_vs_organization,predicted_class,profile_banner_url,profile_image_url,statuses_count,uncertainty_score,url,username,verified,ratio,prob_0_organization,prob_1_person,predicted_class_person_vs_organization,confidence_level_person_vs_organization,uncertainty_score_person_vs_organization,manual_label,prob_0,prob_1,prob_2,confidence_band,sampling_note
0.6730204078711673,,"I live in a glorious Georgian bubble, masquerades, coffee houses, highwaymen, rakes, taffeta & Tyburn, decadence & debauchery! Creator of #FridayNightFrills",,Kitty Pridden,,,988.0,6,,1.0,1.0,,,,0.3269795921288326,,18thcent_kitty,,,,,,,,1.0,0.3269795921288326,0.6730204078711673,,0.60-0.70,iteration_5_person_vs_organization_confidence_band=0.60-0.70
0.5231214718992204,,الحمدلله ..,,snopy .,,60.0,132.0,6,,1.0,1.0,,,,0.4768785281007796,,1wqrz,,,,,,,,1.0,0.4768785281007796,0.5231214718992204,,0.50-0.60,iteration_5_person_vs_organization_confidence_band=0.50-0.60
0.7045532619548791,,,,KatherineRalph,,67.0,7339.0,6,,1.0,1.0,,,,0.2954467380451209,,319u9xc85rz97,,,,,,,,1.0,0.2954467380451209,0.7045532619548791,,0.70-0.80,iteration_5_person_vs_organization_confidence_band=0.70-0.80
0.6512861616626566,,,,VernaAckermann,,47.0,2056.0,6,,2.0,1.0,,,,0.3487138383373434,,4xasw2m9126jd,,,,,,,,2.0,0.3487138383373434,0.6512861616626566,,0.60-0.70,iteration_5_person_vs_organization_confidence_band=0.60-0.70
0.6724133256139304,,,,GailNewton,,123.0,3449.0,6,,1.0,1.0,,,,0.3275866743860696,,5x2i530x3rcidcw,,,,,,,,1.0,0.3275866743860696,0.6724133256139304,,0.60-0.70,iteration_5_person_vs_organization_confidence_band=0.60-0.70
0.6074974669691556,,,,Wojtek,,146.0,807.0,6,,1.0,1.0,,,,0.3925025330308443,,677krzych,,,,,,,,1.0,0.3925025330308443,0.6074974669691556,,0.60-0.70,iteration_5_person_vs_organization_confidence_band=0.60-0.70
0.7357579188633577,,My retweets are not endorsements. No DMs,,Trees,,1267.0,7195.0,6,,1.0,1.0,,,,0.2642420811366422,,8mathieu8,,,,,,,,1.0,0.2642420811366422,0.7357579188633577,,0.70-0.80,iteration_5_person_vs_organization_confidence_band=0.70-0.80
0.5848509295865713,,,,🎞️,,0.0,424.0,6,,0.0,1.0,,,,0.4151490704134287,,___cfilm,,,,,,,,0.0,0.4151490704134287,0.5848509295865713,,0.50-0.60,iteration_5_person_vs_organization_confidence_band=0.50-0.60
0.6563091180719254,,,,Amit Mishra,,2.0,2113.0,6,,1.0,1.0,,,,0.3436908819280746,,aam653073,,,,,,,,1.0,0.3436908819280746,0.6563091180719254,,0.60-0.70,iteration_5_person_vs_organization_confidence_band=0.60-0.70
0.5997107991711679,,,,۵ مارس ۲۰۰۷,,0.0,8.0,6,,1.0,0.0,,,,0.4002892008288321,,aami_r1385,,,,,,,,1.0,0.5997107991711679,0.4002892008288322,,0.50-0.60,iteration_5_person_vs_organization_confidence_band=0.50-0.60
0.7363240105847916,,Journalist w/  @TheGrayzoneNews  / Writing:  mate.substack.com / Co-host:  @UsefulIdiotpod . Email: aaronmate@protonmail.com,,Aaron Maté,,,4004.0,6,,1.0,1.0,,,,0.2636759894152084,,aaronjmate,,,,,,,,1.0,0.2636759894152084,0.7363240105847916,,0.70-0.80,iteration_5_person_vs_organization_confidence_band=0.70-0.80
0.5097705486704674,,شاعر و نویسنده,,abas asgharpour,,65.0,62.0,6,,1.0,1.0,,,,0.4902294513295325,,abas_asgharpour,,,,,,,,1.0,0.4902294513295325,0.5097705486704674,,0.50-0.60,iteration_5_person_vs_organization_confidence_band=0.50-0.60
0.6523300794837376,,استاد سابق دانشگاه فردوسی# استاد مدعو در دانشگاه وسترن کانادا,,Shahram Abbassi,,516.0,369.0,6,,1.0,1.0,,,,0.3476699205162624,,abasiabbassi,,,,,,,,1.0,0.3476699205162624,0.6523300794837376,,0.60-0.70,iteration_5_person_vs_organization_confidence_band=0.60-0.70
0.7640437909052696,,مهندس برق_عمران/کارشناس رسمی دادگستری/کنشگر و فعال اجتماعی و صنفی/آرزومند ایرانی آباد، شاد و قدرتمند,,عباسی ۴,,1280.0,4321.0,6,,1.0,1.0,,,,0.2359562090947303,,abbasi_j_5,,,,,,,,1.0,0.2359562090947303,0.7640437909052696,,0.70-0.80,iteration_5_person_vs_organization_confidence_band=0.70-0.80
0.7795167579274255,,زنده باد ایران,,Abbasinihoo,,1654.0,1816.0,6,,1.0,1.0,,,,0.2204832420725745,,abbasiniho,,,,,,,,1.0,0.2204832420725745,0.7795167579274255,,0.70-0.80,iteration_5_person_vs_organization_confidence_band=0.70-0.80
