tweet_id,created_at,text_translated_en,topic_id,probability
2023116922686988438,2026-02-15 19:27:16.720000+00:00,"All the kings and leaders of the world are crawling on their knees to meet President Donald Trump.

 Donald Trump.. wishes to meet only one leader, which is (Ali Al-Husseini Khamenei).

The most amazing; Khamenei refuses to receive the King of Kings of the World, Donald Trump!

Aqai Khamenei... Truly and honestly, you are the son of Hussein bin Ali bin Abi Talib",34,0.05127808249764862
2023113351409307710,2026-02-15 19:13:05.261000+00:00,"Israel trains its spies in the Yemeni dialect to stir up sectarian strife and exploit the tribal structure!
 
Focusing on the Yemeni dialect and Yemen in particular, because Yemen has become a growing threat to the Zionist entity.",9,0.0960715639082933
2023110044905316562,2026-02-15 18:59:56.929000+00:00,"“Jink” warning in Israel!

Turkey's announcement of developing a ballistic missile with a range of up to 2,000 kilometers raises concern in Israel.

Israeli media:

 “Our entire territory is within range of Turkish missiles.”",0,0.13415939261234344
2023109089757446405,2026-02-15 18:56:09.204000+00:00,"Watch these 15 seconds and you will understand why you should fight Pahlavi and royalists with all your might
They are not even willing to answer a simple question
Amir Etemadi (former Basiji) controls Reza Pahlavi like a puppet and pulls his hand so that, God forbid, he does not answer the reporter's question.
This bastard wants to be king!???",4,0.6088112693563695
2023105824927985790,2026-02-15 18:43:10.808000+00:00,"One of the CIA leaders talks about Imam Mahdi (may God hasten his honorable appearance) and when his appearance will come according to their vision and beliefs.

#Suleiman_Al-Fahd",1,0.16832716107394208
2023105460405166313,2026-02-15 18:41:43.899000+00:00,"Lavrov:

Islam in Russia is experiencing an unprecedented revival, and soon we will become a Muslim-majority country.",18,1.0
2023105170494611777,2026-02-15 18:40:34.779000+00:00,"#Football 

After Spain withdrew from the preparatory match with the Iranian football team, there are rumors that #Costa Rica wants to play against Iran. 

A weak country whose biggest import is #light_light!",5,0.07744446435136472
2023104197533520306,2026-02-15 18:36:42.807000+00:00,"Those who demand that we hate the Persians...
They demand that we hate all Islamic scholars...

Dr. Yahya Abu Zakaria
1- Al-Bukhari: The author of the book (Sahih Al-Bukhari) 
 The greatest innovator according to the Sunnis - his origin is Persian 
 He died in the year 256 AH. He was born in Bukhara in 194 AH
 2- Imam Muslim: author of the book Sahih Muslim:
 The chief Sunni scholar:",6,0.0457977541166692
2023103302729408768,2026-02-15 18:33:09.469000+00:00,"Finally, the name of the disease of Americans and idiots who call Trump uncle is known!

He says very beautifully, we don't respect anything from you, we hate Iran, but you will come back to us!",0,0.16454330029272726
2023103134961119597,2026-02-15 18:32:29.470000+00:00,"In this #evening, we will mention the gathering of royalists in Munich and we will look at the story from another angle. 
In the second part of the program, which is very important, we reflect a call from inside Iran.
Follow Asraneh on YouTube, Spotify, Castbox and Apple Podcasts.",2,0.3317249073600911
2023102946465157509,2026-02-15 18:31:44.529000+00:00,"A copy of it is sent to National Security, the security of the Popular Mobilization Forces, the processions, the Husseini bodies, the religious institutions, and all the zealous believers

This transgression against the family of the Prophet, peace be upon them, is a crime and a disaster if it goes unnoticed without accountability...!!!

#Suleiman_Al-Fahd",1,0.33229234527651286
2023100326711324841,2026-02-15 18:21:19.931000+00:00,"Iranian missiles are “not a joke”.. A shocking American confession: Washington is planning to change the regime, but the Iranians are ready to drag everyone into the abyss if their regime falls

#Suleiman_Al-Fahd",0,0.16621776055933415
2023098143269704144,2026-02-15 18:12:39.358000+00:00,"A new website called “Epstein Studio” was launched by a Reddit user to facilitate collective examination of the Epstein case files.

The platform allows browsing documents without revealing their identity, discussing them page by page, tracking blocked parts, and voting on the most important files.",21,0.02562973991329174
2023097027476017568,2026-02-15 18:08:13.332000+00:00,Awesome,11,1.0
2023096807832916262,2026-02-15 18:07:20.965000+00:00,Some questions should not be asked from Amir Etemadi's puppet.,10,0.0277506952843983
2023093925242884571,2026-02-15 17:55:53.702000+00:00,"Bomb 

President Trump releases remaining 3.5 million Epstein files as backlash.

“No files redacted, deleted, or hidden based on embarrassment, damage to reputation, or political sensitivity of any foreign official, public figure, or diplomat!” This means that the scandals of the ruling family in Saudi Arabia will come out in the open.",0,0.02506121155111162
2023087206751973490,2026-02-15 17:29:11.889000+00:00,"Most of the participants in the anti-Iranian regime pro-monarchy march in Munich are Syrians and Ukrainians.  A group of mercenaries moves from one protest to another, from marching against Iran to anti-Venezuela, and from the latter to anti-Russia, demanding the bombing of any country the CIA directs them to.",2,0.6580631044475486
2023086635252871273,2026-02-15 17:26:55.633000+00:00,"Is this how Pahlavists respond when an Iranian woman who has dedicated years of her life on a free Iran asks a fair and critical question?

All solidarity with 
@NazaninBoniadi",4,0.03119757998556605
2023083069192982821,2026-02-15 17:12:45.418000+00:00,Details of the two most dangerous statements in America: Trump forcibly prevented the release of the Epstein files because he is an agent of Israel and the CIA,9,0.025844098894663603
2023079119299199197,2026-02-15 16:57:03.690000+00:00,"Important for those who want to search for the truth 
And waking up and investigating alone 

This video shows one of the two most important maps, one of which I published a few days ago and I will republish today...
 The video explains the first map that contains all the events that happened to us and will happen...

 The second map (I will only publish its pictures) is a continuation of the map",6,0.04168322617432339
2023078649264496843,2026-02-15 16:55:11.625000+00:00,"Important news: Dutch Defense Minister Jes Tuenman hints at the possibility of achieving software independence for the F-35 fighters.
He literally stated that the F-35 could be jailbroken.
When asked if Europe could modify the plane without US approval, he said:
""That's not the issue...",13,0.09627750190381314
2023076935429960146,2026-02-15 16:48:23.015000+00:00,"It’s not the first time Ali Karimi has attacked activists. Last time, he was praised by Pahlavi’s wife for it. It seems unlikely RP would do anything this time either.",4,1.0
2023076785949458892,2026-02-15 16:47:47.376000+00:00,Pahlavi’s movement is in reality an authoritarian movement dressing itself up as “democratic” for Western audiences.,4,0.3586782272038801
2023075281343500302,2026-02-15 16:41:48.650000+00:00,"Actually the Iranian diaspora has never been more divided. Thanks in large part to 
@PahlaviReza
 and his far right movement.",0,1.0
2023072447344333279,2026-02-15 16:30:32.972000+00:00,"How many people were killed in Munich? Zero! Are these Mossad agents only in Iran? Does this mean that the security of the region is so weak that thousands and thousands of Mossad have come to its soil?
Telling a lie that made it worse for them and their lack of authority.  #Pahlavi is coming back",2,1.0
2023069919575961845,2026-02-15 16:20:30.305000+00:00,"A disgraceful tweet by the legendary Iranian footballer Ali Karimi — attacking Nazanin Boniadi, who has dedicated years of her life to advocating for the human rights of her compatriots.

Will Reza Pahlavi or one of his aides respond and say, “Ali, this isn’t okay”?

No — because",4,1.0
2023069628780498959,2026-02-15 16:19:20.974000+00:00,"I had a detailed conversation with Payam Radio about the recent developments in the royalist camp; From the role and discourse of Reza Pahlavi, especially after what happened in #MSC2026 and the contents of the #Emergency_Book, to the question of what Iranians can really expect from the royalists and their claim of merely running a government.",4,0.3149429360376989
2023069317068374131,2026-02-15 16:18:06.656000+00:00,"Urgent | The situation in Israel now:

Protesters storm a police station, overthrow a security patrol and set fire to a police motorcycle amid an unprecedented escalation of events in Bnei Brak.",9,0.03242277460190538
2023068494292717668,2026-02-15 16:14:50.491000+00:00,"Urgent:

Demonstrators storm a police station in Israel and overturn a security vehicle!",9,0.033079093150915895
2023064025492553756,2026-02-15 15:57:05.046000+00:00,"Estimates of the German media and ridicule of the lies of the affiliated media
Population between 15 and 20 thousand people in Munich",2,0.4437655758432239
2023063564311994462,2026-02-15 15:55:15.092000+00:00,"Going in front of the American embassy! They are begging you to bomb Iran. Really, animals also help each other during a forest fire. You want bullets and fire for the defenseless people of Iran.",0,0.05183706424196756
2023061684999627089,2026-02-15 15:47:47.029000+00:00,"The Theresienwiese in #Muenchen can accommodate up to 400,000 people. 

The photo was taken during the peak number which the 
@PolizeiMuenchen
 estimated at 250k. An obvious mistake. 

The number should be corrected to around 60-70,000. 
@PolizeiBavaria",2,0.05433189042641032
2023060540722237827,2026-02-15 15:43:14.212000+00:00,"Iranian Foreign Ministry:
Abbas Araqchi heads to Switzerland at the head of a diplomatic delegation to hold the second round of nuclear talks

Indirect nuclear talks with Washington will be held on Tuesday through the mediation and efforts of Oman

Araqchi will meet in Geneva with his Swiss and Omani counterparts and the Director-General 
@iaeaorg",0,0.5816027515418424
2023060301231603998,2026-02-15 15:42:17.113000+00:00,"New:

 Rabbis from Israel call on the world to liberate them from the ""Zionist regime.""

Rabbi Yaakov Shapiro in Jerusalem:

“Whether you are Jewish or non-Jewish, please, let the world know:

Jews around the world are not responsible for the actions of the Zionist State of Israel!

Israel does not represent the Jewish people!",9,0.0619986585724629
2023059337376096715,2026-02-15 15:38:27.312000+00:00,Courage means that you stick your hand out from behind the glass even though you know that a sniper might shoot you.,15,0.06557372321933269
2023056557248778660,2026-02-15 15:27:24.478000+00:00,"The permission of all these people is in their hands?! 

Is he talking about humans or slaves?!",0,0.024883019856045713
2023052508348789058,2026-02-15 15:11:19.145000+00:00,"One of the signs of the powerful presence of the Iranian people in #Munich, Toronto, Los Angeles and other cities, which has caused a decrease in the legitimacy of the #Islamic_Republic and a change in the balance of power to the detriment of the regime and in line with the interests of the people and the implementation of the promise of #America to the Iranian nation.
#Shirokhorshid_Revolution",0,0.09954535299468067
2023051356483768677,2026-02-15 15:06:44.519000+00:00,"It's not that Pahlavi has done a good job hiding his authoritarian disposition, it's just that he never has been scrutinized.

But the slightest scrutiny - such as when a European reporter at Munich asked him how he's proposed constitutional monarchy can work when Pahlavi doesn't",4,0.2760658679679723
2023051043215458690,2026-02-15 15:05:29.830000+00:00,"This is a strange and new action that they do on the houses!

I asked the neighbors what is going on. They say that you shelter people in the protests...

Khudavkili, the last time I saw this scene was in Nazi Germany films that showed the houses of Judea...",27,0.09401900636661213
2023051043215458690,2026-02-15 15:05:29.830000+00:00,"This is a strange and new action that they do on the houses!

I asked the neighbors what is going on. They say that you shelter people in the protests...

Khudavkili, the last time I saw this scene was in Nazi Germany films that showed the houses of Judea...",27,0.09429905275940939
2023050214295376353,2026-02-15 15:02:12.200000+00:00,"Dutch content creator | Jenna..
She says: I was shocked by the truth that appeared to me after meditating on Surat Al-Fatihah.",6,0.23771644381780782
2023049022148112591,2026-02-15 14:57:27.970000+00:00,"#Iran’s negotiating team is departing for #Geneva shortly for the second round of talks with the US. The delegation features a full composition of representatives across political, legal, technical, and economic fields.",0,0.5010356083437479
2023046173083263131,2026-02-15 14:46:08.700000+00:00,"Guardian: The Cuban crisis entered an acute stage 
The government has closed unnecessary schools and offices; Citizens are also preparing to live without fuel, from building charcoal stoves to volunteering to help the sick.
What is Cuban crime? They don't want to be in the Western camp and it has nothing to do with America, but they don't let go.",37,1.0
2023042704352166345,2026-02-15 14:32:21.690000+00:00,"Mamdani expels Easy Aerial, which supplies drones to Israel, from a New York shipyard.",9,0.03449647453290886
2023042614631780407,2026-02-15 14:32:00.299000+00:00,"Saeed Ghasseminejad, Pahlavi advisor, 
@FDD
 analyst, and long time friend of Etemadi from Iran, is also in the background.",4,0.030095251500673454
2023042614380134831,2026-02-15 14:32:00.239000+00:00,"Albanese breaks the wall of silence and criticizes the United States: Trump talks about the end of the war, but 600 dead in two months confirms that the war is not over, but has only changed its form.",0,0.14380442318495598
2023040355315421453,2026-02-15 14:23:01.636000+00:00,"Major General Abdulrahim Mousavi:
The war with Iran will be a lesson for Trump

PN: Not only for Trump himself but for 
All the ill-wishers of Iran in the region and the world",0,0.14168324097229007
2023039239131447471,2026-02-15 14:18:35.517000+00:00,"A frank confession from Israeli MP Zvi Sukkot (2025): “The world has become accustomed to killing hundreds in Gaza without care.”
This insensitivity is the “danger” that Mr. Abdel Malik has always warned about in his speeches, calling for keeping the flame of awareness and rejection burning and for the blood of Palestinians not to become mere numbers in the news feed.",9,0.3929016733269707
