id,rest_id,verified,created_at,bio,favourites_count,followers,following,usersAddedHim,location,media_count,name,user_name,posts,url
,,,,,,,,,,,,"institute of condensed mater & nanosciences,",,
,,,,,,,,,,,,.at,,
VXNlcjoxMzcyNTQwNTg0MjQyNTk3ODkx,1372540584242597891,False,,💙,3256.0,9.0,24.0,0.0,,28.0,فاطم‌ه,_fatemeramezani,540.0,
VXNlcjoyNzMxNTYzMzQx,2731563341,False,,سجل انا عربي,13326.0,137.0,213.0,1.0,,37.0,Free eagle,_freeeagle_,2333.0,
VXNlcjoyNzg2NDkyNDE=,278649241,True,,"Founder & CEO @AutonomizeAI. #Data, #AI, #metaverse. 2x startups pod @StoriesinAI, super long on AI, open source, people, love and crypto",16059.0,2081.0,1005.0,197.0,"Austin, TX",1047.0,GaneshPadmanabhan,_ganeshp,17886.0,https://t.co/yJKPTUs2RO
VXNlcjoxOTUwMzUxMDM0NTgyMjI4OTky,1950351034582228992,False,,,6274.0,112.0,471.0,0.0,,73.0,Garrulus,_garrulus,655.0,
,,,,,,,,,,,,_germanzero,,
VXNlcjoxMjMzNjY0Njk0NTcwNzY2MzM2,1233664694570766336,False,,,8993.0,13.0,47.0,0.0,,11.0,Ghazal,_ghazaltaleb,3115.0,
VXNlcjo2MjQ1OTY4Njc=,624596867,False,,Research scientist @CognizantAILab | PhD in AI and Robotics | Hobbist photographer |   Opinions are my own,1152.0,321.0,506.0,9.0,"Parigi, Francia",84.0,Giuseppe Paolo,_gpaolo,1140.0,https://t.co/051ONEVlzo
VXNlcjoxOTE3NjkyNDkzMjI5MDc2NDgw,1917692493229076480,False,,yaşlılara yer yok.,51733.0,5180.0,917.0,0.0,,122.0,,_gsayla_,367.0,
VXNlcjoxMDM1MDg4MTMxMDc3NDAyNjI1,1035088131077402625,False,,Intl Law UT student ⚖️🌐 | عشق ایران در سرش، همچو من.,400.0,124.0,94.0,0.0,IRAN,6.0,عنصر نامطلوب,_h_o_o_r_,140.0,https://t.co/8Ip9Opj7n8
VXNlcjoyNjY2OTY5MDU5,2666969059,True,,Deputy Editor @OurWorldinData / Researcher at @UniofOxford / Honorary Fellow at @EdinburghUni @EdCentreCC / Not the End of the World: https://t.co/FoINhggvoR,10811.0,79862.0,1337.0,1342.0,"Edinburgh, UK",2497.0,Hannah Ritchie,_hannahritchie,7978.0,https://t.co/dlLnkI7uOM
VXNlcjoxOTc3MTk0MTI1NzUwNjgxNjAy,1977194125750681602,False,,Muslim,1171.0,93.0,252.0,0.0,,141.0,Hasan Bro,_hasanbro,178.0,https://t.co/AuS6LUDCpa
VXNlcjoxNTYyOTAxMDkwNjMwMTg5MDY0,1562901090630189064,False,,,1345.0,32.0,359.0,0.0,,30.0,Hisham Qaddoumi,_hqaddomi,247.0,
VXNlcjoyMDAxMTc0NDUxMjkyMTM1NDI1,2001174451292135425,False,,,0.0,2.0,6.0,0.0,Iraq,0.0,حسين العنزي,_husseinth3,0.0,
VXNlcjoxMTcxMjgwNzEy,1171280712,True,,Let me act and I'll be happy ❤,4086.0,177201.0,232.0,93.0,India,1612.0,Elnaaz Norouzi,_iamnaaz_,3226.0,https://t.co/1KyJb0v0oC
VXNlcjoyNjg3MzIxODIx,2687321821,False,,"For a just & inclusive Ireland 🇮🇪 
Independent national #HumanRights & #Equality institution.",4129.0,19991.0,2421.0,149.0,"Dublin, Ireland",3011.0,Irish Human Rights & Equality Commission,_ihrec,11034.0,https://t.co/kug0Q56gFY
VXNlcjoxNjQwNDM2OTcyMDMxMTg5MDAx,1640436972031189001,False,,,96095.0,280.0,6198.0,1.0,,782.0,,_indisky,2141.0,
VXNlcjoxNDYwMTY3NDgxMjMwNjUxMzky,1460167481230651392,False,,"books📚, music🎵, travel🌍, nature🏞, art🎨",4071.0,58.0,666.0,1.0,,16.0,hopeful wanderer,_infogirl,290.0,
VXNlcjoxNTYzMzg2MjU2MjUxMjY5MTIx,1563386256251269121,False,,,3663.0,900.0,1055.0,0.0,,113.0,پِسَرِ خوبْ,_ipesarekhob,3113.0,
VXNlcjoxMzM0NTA3NjQ3OTg3NTcyNzQ5,1334507647987572749,False,,,4162.0,8.0,1773.0,0.0,,1.0,MhmmdShajarian,_irani_mohammad,58.0,
VXNlcjoxNTI5OTY4MjIyMTc0MzM5MDc4,1529968222174339078,False,,بُگذار گُم‌ شَوَم دَر تو ...🌱,612.0,80.0,369.0,0.0,,0.0,,_iweni,96.0,
VXNlcjoxNjQwODIxMzEyNDUyMTc3OTIw,1640821312452177920,False,,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,1823.0,1221.0,821.0,0.0,Təbrizli-,389.0,𐰯𐱃𐰢𐰚|فآطِمِ,_iwftw,4264.0,
VXNlcjoxOTkyNzI4NDY2NjA5ODIzNzQ0,1992728466609823744,False,,🐈‍⬛,1.0,0.0,4.0,0.0,,0.0,Tina,_iwtiina,0.0,
VXNlcjoyMzUwMzMzNQ==,23503335,False,,digital editor @thefp kaplan@thefp.com,111948.0,4856.0,3388.0,41.0,UK,2006.0,Josh Kaplan,_jkaplan,12537.0,
VXNlcjoyMjQ4OTUwNDI2,2248950426,False,,"ZERO JOY UNTO DEATH
 :::: any pronoun無性 : 
horror rpg solo game dev @HEAVY_AS_STONE | 
industrial music as Thegn https://t.co/uaO3XL3gFA |
eng/jp 🇨🇦→🇯🇵",18096.0,3295.0,735.0,18.0,Amagasaki　尼崎市,864.0,jøy,_joy_net,5900.0,https://t.co/6FzHiDcTU1
VXNlcjoxNDAxMjcyNTI0NzE4MTk4Nzg0,1401272524718198784,False,,kurd,66679.0,45999.0,9610.0,7.0,teh,9180.0,یه پسر فرفری,_kamyark_,92748.0,
VXNlcjoxODkxNjk2NQ==,18916965,True,,الحساب الرسمي لـ #جامعة_الملك_سعود - The official account of King Saud University,577.0,634065.0,47.0,842.0,"Riyadh, Kingdom of Saudi Arabia",8829.0,جامعة الملك سعود,_ksu,44836.0,https://t.co/u8uNHNbwx1
VXNlcjoyMDAxMDIzMDg4NzQ2NzQ5OTU1,2001023088746749955,False,,,0.0,1.0,24.0,0.0,,0.0,Kurama Kyūbi,_kuramakyubi_,0.0,
VXNlcjoxNTkxNTQ3MTQyMTM2NjI3MjAy,1591547142136627202,True,,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,10505.0,149370.0,1054.0,290.0,۱:۲۰,2359.0,علی اکبر رائفی پور,_mahdiyar313,13449.0,https://t.co/ejzuHeWKFG
VXNlcjoxMzQ2NTM4MzAxMTMwNDczNDcy,1346538301130473472,False,,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏متاهل و ‏‏‏‏‏‏‏‏‏‏متعهد به عشق جان👨‍👩‍👧 


اگه یه درصد احتمال میدی باهم اشناییم بلاکم کن حوصله ندارم🤨


اکانت دوم



‎‎‎‎‎‎‎@_mehrabooon",43938.0,22470.0,14247.0,9.0,آنجا که دل خوش است,3807.0,‎مهربوون,_mehraboonn,32285.0,https://t.co/UUSTyruYsv
VXNlcjoxMzQ4MjkwNTM4NTQyNDI0MDY2,1348290538542424066,False,,‏متعهد به عشق جان👨‍👩‍👧,3994.0,2336.0,2501.0,0.0,آنجا که دل خوش است,153.0,مهربوون,_mehrabooon,1681.0,
VXNlcjo5ODg2NzA1MzAxMDU0NDIzMDQ=,988670530105442304,False,,"Former Producer Al Jazeera, Visiting Prof Wits Law School, International Criminal Law, Transitional Justice",4958.0,1074.0,1084.0,6.0,Doha,90.0,Mia Swart,_miaswart,3859.0,
VXNlcjoxNzcxNTUyNDAxNDQwMzUwMjEw,1771552401440350210,False,,جاوید ایران زمین ؛ زنده باد آزادی,2.0,0.0,5.0,0.0,"Tehran, iran",0.0,Mohammad Mohammadi,_mohammad_1987_,1.0,
VXNlcjoxNjQ0NjYyMjkyNjQwOTQ0MTI5,1644662292640944129,False,,:)))),415.0,131.0,114.0,0.0,,0.0,مریمم,_mriyim_,1.0,
VXNlcjoxMjIzNjM1ODYyOTI5NDQ4OTYy,1223635862929448962,False,,bip boup,2161.0,544.0,427.0,3.0,they/elle,717.0,Nafyn,_nafyn_,1942.0,https://t.co/sZUh5sZ4P3
VXNlcjoxNDAxODc3NDM=,140187743,False,,"@charltonlive contributor 🎙️ | Certified in @FA Talent ID & @ThePFSA Data Analytics, Oppo Scouting & Set-Pieces ⚽🎯 | Living the dream ✨🏴󠁧󠁢󠁥󠁮󠁧󠁿",9640.0,4889.0,2796.0,22.0,,2287.0,Nathan,_nam11,29874.0,
VXNlcjoyNzg2ODEzOA==,27868138,False,,Film&tv director,151.0,74.0,115.0,3.0,"Berlin, London",15.0,Pia Strietmann,_pia_,127.0,
VXNlcjoxMzM5MDk4MzMxMDkyNTUzNzI4,1339098331092553728,False,,,60344.0,5619.0,2129.0,9.0,,9907.0,,_raven_reborn_,23642.0,
VXNlcjoxNDY1MjcwNTQ0ODMyNjA2MjA4,1465270544832606208,False,,واسه چشم آفته و واسه گل زینته خار,19209.0,230.0,106.0,1.0,,354.0,رضینسکی,_rezinski,5929.0,
VXNlcjoxMjA0MTQ0MjU4MTcwNjY3MDA5,1204144258170667009,False,,So Vrémant po Nice,8117.0,8.0,128.0,0.0,,11.0,Wolfy,_rosemark,481.0,
VXNlcjoyMDg0NTUzNQ==,20845535,False,,"Just a council estate kid. Mostly tired, fat & sweary 💁🏻‍♀️",32457.0,6046.0,2491.0,122.0,"Essex, UK",1684.0,Sarah Davies,_sarahdavies,19447.0,https://t.co/oRInLZ98Sv
VXNlcjoxNTU0NDc0OTI4NzIzOTIyOTQ0,1554474928723922944,False,,,34772.0,43.0,300.0,0.0,Francia,20.0,SCANDALOU,_scandalou_,544.0,
VXNlcjoxNDIxMDA3NzEzODQ1MjY4NDgx,1421007713845268481,False,,"Christian, Husband, Father",20951.0,31.0,1166.0,0.0,,46.0,Seth Nall,_sethnall,378.0,
VXNlcjoxODgzODc1ODk=,188387589,True,,"WWE Hall of Famer, WWE Ambassador & former World Heavyweight Champion. For bookings contact PVT Paul Incerto @ 203-256-0004.",84802.0,107635.0,85356.0,387.0,,9672.0,SGT SLAUGHTER,_sgtslaughter,129968.0,https://t.co/4VzfEvGYdJ
VXNlcjoxODcwNDQ5NjA2MDUzNDk4ODgw,1870449606053498880,True,,"✡︎ • mentally in the 22nd century • data scientist in finance • @bualumni • talking about tech, consumer apps, quantum computing, culture, and shit like that",6475.0,262.0,1983.0,2.0,nyc,65.0,Shahaf,_shahaf_,789.0,
VXNlcjoxOTYxNTcwMzg0MjM2NDA0NzM2,1961570384236404736,False,,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,236.0,15.0,73.0,0.0,,6.0,İbn Kusay el Kerhani,_sihelvi,119.0,
VXNlcjoxNjE4NzExNTc3Njk5NTI0NjEw,1618711577699524610,False,,,2.0,1.0,19.0,0.0,,0.0,spinoss,_sky_tw,0.0,
VXNlcjoxNDYxNzAzMzgwOTg5MDA5OTI3,1461703380989009927,False,,,79.0,27.0,85.0,0.0,,2.0,soosoo~,_soommiii_,79.0,
VXNlcjoxNTUyMDEzNzU5ODExNjQ5NTM3,1552013759811649537,False,,"《دنیا همه هیچ و اهل دنیا همه هیچ،
ای هیچ برای هیچ بر هیچ مپیچ》",56319.0,811.0,5209.0,0.0,Iran ☼𓃬,68.0,Starboy,_starboy369,3509.0,
VXNlcjozNzE4NjY2MQ==,37186661,False,,"Afro-encycopaedic Fashion
52 Bompas Road, Dunkeld, Johannesburg

Tuesday - Friday: 09:00 to 17:00
Saturdays: 09:00 to 15:00",293.0,21359.0,314.0,56.0,,551.0,Thebe Magugu,_thebemagugu_,821.0,https://t.co/73GWPpIgSe
VXNlcjo4NzM0ODY0NTI=,873486452,False,,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏«ستادِ کیوت‌سازیِ توئیتر»
  ‏‏‏  
‏‏ممکنه دیر جواب بدم، معذرت می‌خوام 🌻⁦",84254.0,758.0,237.0,0.0,سرزمین غیرمادری,4509.0,Jimbo!,_thejimbo_,18390.0,https://t.co/titDbdXj3M
VXNlcjoxMDAzMDM0MjI4MDE0MTA4Njcz,1003034228014108673,False,,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,60433.0,463.0,565.0,1.0,خارج,172.0,LEFTOVER,_theleftover,8315.0,
VXNlcjoxMjY5ODAzMTYwNzU2OTgxNzYw,1269803160756981760,False,,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,4032.0,20.0,124.0,0.0,,9.0,Definitely Not a Mimic,_uselessgothdm,36.0,https://t.co/hP6bxZN0jP
VXNlcjoxMTE3OTAyMTAzNjA1OTExNTUy,1117902103605911552,False,,Follows Pakhtakor and all things Uzbek football related. Back up account @Uzbek_football,4051.0,2816.0,331.0,20.0,"Newcastle Upon Tyne, England",2057.0,Conor,_uzbekfootball,13196.0,
VXNlcjo5NTk2ODk5Mjc=,959689927,False,,"I may be wicked, but still I gave an onion. (Real name is Rhys)",13748.0,811.0,2000.0,11.0,,441.0,Logan,_x_wolverine,4889.0,
VXNlcjoxNzMzODY5MzA3NDE3NzIyODgw,1733869307417722880,False,,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئله🤏روانپریش,10612.0,537.0,443.0,0.0,Güney Azərbaycan,462.0,səs siz,_ya_karim_,12408.0,
VXNlcjoxMjQyNDcwMDYxNzgyMzAyNzIx,1242470061782302721,False,,a linguist,7751.0,22.0,309.0,0.0,United Kingdom,2.0,Zelenska,_zelenska_,746.0,
VXNlcjoxOTk5NTcwNDcwMzYzMTE5NjE2,1999570470363119616,False,,031,13.0,0.0,11.0,0.0,,0.0,031esf,031es,1.0,
VXNlcjoyMzYyNzgxNDkw,2362781490,False,,🍚 🪄💫▶︎ 🐰💥💢🍪 ｸｷｰｯ／🌸ｾﾚちゃん⚽️,68678.0,1984.0,200.0,41.0,のば,5279.0,komagome,06numerosix,186622.0,https://t.co/xzLT2dbmxf
VXNlcjoxMTc5MDMwMzY5MDA3MzYyMDQ4,1179030369007362048,False,,楽天イーグルス、AS Roma、Galatasaray 、アヤックス と國學院大学(駅伝)を応援しています。アマガミ等ラブコメについて話すことも多いです。よろしくお願いします(スパム垢は全て24＆ブロックします),175591.0,1649.0,5849.0,9.0,,82.0,クラウス32,09escargot1012,19101.0,
VXNlcjo1NDQ5MzMzMw==,54493333,False,,با سگ‌ها دونده، با پرنده‌ها پرنده، با گربه‌ها تماشاگر,104801.0,1854.0,925.0,4.0,,282.0,khe_alef,0alwaysdreamer0,18875.0,https://t.co/ueWdZanVbK
VXNlcjoxNzAzNTY4Nzc0MDY5MjA3MDQw,1703568774069207040,False,,,0.0,110.0,4648.0,0.0,,0.0,CathyBryce,0dybbxx0o1b5xa,0.0,
VXNlcjoxNzAzNzM3ODE1NzQwMTc0MzM2,1703737815740174336,False,,,0.0,127.0,4579.0,0.0,,0.0,SaraThoreau,0l8o0xgtjkorcjb,0.0,
VXNlcjoxMzg0OTY5NTI4ODEyMTg3NjQ5,1384969528812187649,False,,زندگی نکردم ولی فعلا زنده ام,73.0,81.0,54.0,0.0,,5.0,کلول,0mfahzf4tebztdl,150.0,
VXNlcjoxODE5Mjc4NTAyNjY0NzMyNjcy,1819278502664732672,False,,"@_Alignments,",56.0,22.0,159.0,0.0,,3.0,Think,0pps__,18.0,https://t.co/BshtDGEZuF
VXNlcjoxNDQzNjM5NDc2MDU2NjI1MTUy,1443639476056625152,False,,,13885.0,81.0,218.0,0.0,,2283.0,هيثم عبده نعمان الحجري,0qcgdh3bdamfozf,3761.0,
VXNlcjoxOTQ4NjkyNzk3OTA2NjI0NTEy,1948692797906624512,False,,,0.0,41.0,1246.0,0.0,,0.0,OliviaShaw,0s5lud2qs9dy01o,0.0,
VXNlcjo3NDMyOTQyNDg0MzUzODg0MTc=,743294248435388417,False,,Thanks Crypto and Bitcoin 🤘🏽🔥,5394.0,110.0,4663.0,10.0,Howrah,183.0,Parth,0x778899,8607.0,
VXNlcjo1OTk5NzU2ODk=,599975689,False,,,12044.0,96.0,3454.0,0.0,,117.0,Céline,10190celine,19424.0,
VXNlcjoxNDUzMzUwODU0NzQ1MDAxOTg4,1453350854745001988,False,,"‏‏باغیرتان ایران همراه با قیام‌سپید ب رهبری دکترسایان
برای پایان دادن به حکومت خامنه‌ای نامرد 👊
 پیام دهید به 👇",669.0,100.0,428.0,0.0,,39.0,Sakariyou_105,105_sakariyou,271.0,https://t.co/8N5LP6ynYy
VXNlcjoxNjI0MTk5OA==,16241998,False,,,109.0,69.0,359.0,4.0,电脑前,489.0,☆♩ ♪ ♫ ♬♡,10am,10445.0,
VXNlcjoxNDIyNDcxOQ==,14224719,True,,"Official page for Prime Minister @Keir_Starmer’s office, based at 10 Downing Street.",2677.0,5662758.0,192.0,21469.0,"10 Downing Street, London",6831.0,UK Prime Minister,10downingstreet,20969.0,https://t.co/qSnpXRbyLM
VXNlcjoxODUxMzE3NTYwNzEwNzEzMzQ0,1851317560710713344,False,,,2.0,0.0,7.0,0.0,,0.0,A.B.110,110_m_ah_b,3.0,
VXNlcjoyMDAwMDA0MDM3MDg1OTQxNzYw,2000004037085941760,False,,,0.0,0.0,6.0,0.0,,0.0,Adin 12,12_adin10571,0.0,
VXNlcjoxNjQ1MTA4MTQ4Njg3MDQ0NjA4,1645108148687044608,False,,گل یخ,12.0,3.0,17.0,0.0,تهران,1.0,somaih1363,1364ghazal62816,1.0,
VXNlcjoxNTk3NDYwNjk2ODYxNzUzMzQ0,1597460696861753344,False,,"زهرا ترک زاده
وکیل دادگستری",9735.0,154.0,908.0,0.0,,0.0,zahra tork zadeh,1366_t,660.0,
VXNlcjo4MDM1NDA2NzY2NjMyNTA5NDQ=,803540676663250944,True,,,194082.0,4068.0,674.0,15.0,El Dorado,1110.0,ویرجینیا وولف مناطق محروم,13virginiawoolf,37877.0,
VXNlcjoxOTIwNzQ2ODU4,1920746858,False,,FA Licensed Football intermediary & consultancy business with offices in Harrogate 🏴󠁧󠁢󠁥󠁮󠁧󠁿 and Glasgow 🏴󠁧󠁢󠁳󠁣󠁴󠁿,24369.0,4341.0,3486.0,16.0,Offices in Glasgow & Yorkshire,1394.0,14 Sports Management,14sm_,10220.0,https://t.co/OyEo5sUm89
VXNlcjoxNzA5ODM5Nzk5NjMxMTMwNjI0,1709839799631130624,False,,Exclusive U.K. Distributor of Foundation Cigar Company.,0.0,650.0,10.0,1.0,,0.0,1573 Cigars,1573cigars,3.0,https://t.co/wrLcA0bfai
