Name,Wikipedia_Link,wikidata_qid,wikidata_url
Prosecution of Hamid Ghareh-Hassanlou,https://en.wikipedia.org/wiki/Prosecution_of_Hamid_Ghareh-Hassanlou,Q116158635,https://www.wikidata.org/wiki/Q116158635
Golchin Gilani,https://en.wikipedia.org/wiki/Golchin_Gilani,Q5956165,https://www.wikidata.org/wiki/Q5956165
Hakim Ghulam Imam,https://en.wikipedia.org/wiki/Hakim_Ghulam_Imam,Q5640470,https://www.wikidata.org/wiki/Q5640470
Reza Malekzadeh,https://en.wikipedia.org/wiki/Reza_Malekzadeh,Q7319758,https://www.wikidata.org/wiki/Q7319758
Mehdi Younesi Rostami,https://en.wikipedia.org/wiki/Mehdi_Younesi_Rostami,Q131342091,https://www.wikidata.org/wiki/Q131342091
Avideh Nazeri,https://en.wikipedia.org/wiki/Avideh_Nazeri,Q52637850,https://www.wikidata.org/wiki/Q52637850
Parastoo Bakhshi,https://en.wikipedia.org/wiki/Parastoo_Bakhshi,Q133566122,https://www.wikidata.org/wiki/Q133566122
Shirin Rouhanirad,https://en.wikipedia.org/wiki/Shirin_Rouhanirad,Q97209591,https://www.wikidata.org/wiki/Q97209591
Zahra Sheikhi,https://en.wikipedia.org/wiki/Zahra_Sheikhi,Q86797324,https://www.wikidata.org/wiki/Q86797324
Karim Vessal,https://en.wikipedia.org/wiki/Karim_Vessal,Q17071243,https://www.wikidata.org/wiki/Q17071243
Abu al-Qasim al-Habib Neishapuri,https://en.wikipedia.org/wiki/Abu_al-Qasim_al-Habib_Neishapuri,Q6576597,https://www.wikidata.org/wiki/Q6576597
Ahmad ibn 'Imad al-Din,https://en.wikipedia.org/wiki/Ahmad_ibn_%27Imad_al-Din,,
Ibn Abi Sadiq,https://en.wikipedia.org/wiki/Ibn_Abi_Sadiq,Q4116689,https://www.wikidata.org/wiki/Q4116689
Abbas Adham,https://en.wikipedia.org/wiki/Abbas_Adham,Q14847737,https://www.wikidata.org/wiki/Q14847737
Yahya Adl,https://en.wikipedia.org/wiki/Yahya_Adl,Q6390194,https://www.wikidata.org/wiki/Q6390194
Abass Alavi,https://en.wikipedia.org/wiki/Abass_Alavi,Q4663555,https://www.wikidata.org/wiki/Q4663555
William Cormick,https://en.wikipedia.org/wiki/William_Cormick,Q26243169,https://www.wikidata.org/wiki/Q26243169
Javad Heyat,https://en.wikipedia.org/wiki/Javad_Heyat,Q6414522,https://www.wikidata.org/wiki/Q6414522
Maqsud-Ali Tabrizi,https://en.wikipedia.org/wiki/Maqsud-Ali_Tabrizi,Q16866713,https://www.wikidata.org/wiki/Q16866713
