Name,Wikipedia_Link,wikidata_qid,wikidata_url
Asadollah Abbasi,https://en.wikipedia.org/wiki/Asadollah_Abbasi,Q14923234,https://www.wikidata.org/wiki/Q14923234
Mohammad Abbasi,https://en.wikipedia.org/wiki/Mohammad_Abbasi,Q6891663,https://www.wikidata.org/wiki/Q6891663
Ali Abdolalizadeh,https://en.wikipedia.org/wiki/Ali_Abdolalizadeh,Q5952559,https://www.wikidata.org/wiki/Q5952559
Hojjatollah Abdolmaleki,https://en.wikipedia.org/wiki/Hojjatollah_Abdolmaleki,Q108394879,https://www.wikidata.org/wiki/Q108394879
Abbas Adham,https://en.wikipedia.org/wiki/Abbas_Adham,Q14847737,https://www.wikidata.org/wiki/Q14847737
Mostafa Adl,https://en.wikipedia.org/wiki/Mostafa_Adl,Q6401211,https://www.wikidata.org/wiki/Q6401211
Soltan-Ali Vazir-e Afkham,https://en.wikipedia.org/wiki/Soltan-Ali_Vazir-e_Afkham,Q6400374,https://www.wikidata.org/wiki/Q6400374
Majid Ahi,https://en.wikipedia.org/wiki/Majid_Ahi,Q5796233,https://www.wikidata.org/wiki/Q5796233
Mahmoud Ahmadzadeh,https://en.wikipedia.org/wiki/Mahmoud_Ahmadzadeh,Q30318841,https://www.wikidata.org/wiki/Q30318841
Abbas Ahmad Akhoundi,https://en.wikipedia.org/wiki/Abbas_Ahmad_Akhoundi,Q5908618,https://www.wikidata.org/wiki/Q5908618
Yahya Ale Eshaq,https://en.wikipedia.org/wiki/Yahya_Ale_Eshaq,Q5951158,https://www.wikidata.org/wiki/Q5951158
Ibrahim Alemi,https://en.wikipedia.org/wiki/Ibrahim_Alemi,Q111913248,https://www.wikidata.org/wiki/Q111913248
Abbas Aliabadi,https://en.wikipedia.org/wiki/Abbas_Aliabadi,Q20178715,https://www.wikidata.org/wiki/Q20178715
Ali Amini,https://en.wikipedia.org/wiki/Ali_Amini,Q1774108,https://www.wikidata.org/wiki/Q1774108
Abdolreza Ansari,https://en.wikipedia.org/wiki/Abdolreza_Ansari,Q17991350,https://www.wikidata.org/wiki/Q17991350
Mohammad Ardakani,https://en.wikipedia.org/wiki/Mohammad_Ardakani,Q5708603,https://www.wikidata.org/wiki/Q5708603
