Name,Wikipedia_Link,wikidata_qid,wikidata_url
Saeed Aghakhani,https://en.wikipedia.org/wiki/Saeed_Aghakhani,Q5945587,https://www.wikidata.org/wiki/Q5945587
Hamed Ahangi,https://en.wikipedia.org/wiki/Hamed_Ahangi,Q101103811,https://www.wikidata.org/wiki/Q101103811
Morteza Ahmadi,https://en.wikipedia.org/wiki/Morteza_Ahmadi,Q5962454,https://www.wikidata.org/wiki/Q5962454
Arzhang Amirfazli,https://en.wikipedia.org/wiki/Arzhang_Amirfazli,Q5946101,https://www.wikidata.org/wiki/Q5946101
Siamak Ansari,https://en.wikipedia.org/wiki/Siamak_Ansari,Q3482898,https://www.wikidata.org/wiki/Q3482898
Reza Attaran,https://en.wikipedia.org/wiki/Reza_Attaran,Q3428926,https://www.wikidata.org/wiki/Q3428926
Mohammad Bahrani,https://en.wikipedia.org/wiki/Mohammad_Bahrani,Q16074444,https://www.wikidata.org/wiki/Q16074444
Shaghayegh Dehghan,https://en.wikipedia.org/wiki/Shaghayegh_Dehghan,Q3481198,https://www.wikidata.org/wiki/Q3481198
Javad Ezzati,https://en.wikipedia.org/wiki/Javad_Ezzati,Q5871653,https://www.wikidata.org/wiki/Q5871653
Reza Fieze Norouzi,https://en.wikipedia.org/wiki/Reza_Fieze_Norouzi,Q3428932,https://www.wikidata.org/wiki/Q3428932
Hushang Harirchiyan,https://en.wikipedia.org/wiki/Hushang_Harirchiyan,Q16046078,https://www.wikidata.org/wiki/Q16046078
Amin Hayai,https://en.wikipedia.org/wiki/Amin_Hayai,Q471373,https://www.wikidata.org/wiki/Q471373
Rambod Javan,https://en.wikipedia.org/wiki/Rambod_Javan,Q3418411,https://www.wikidata.org/wiki/Q3418411
Hadi Kazemi,https://en.wikipedia.org/wiki/Hadi_Kazemi,Q10860144,https://www.wikidata.org/wiki/Q10860144
Aref Lorestani,https://en.wikipedia.org/wiki/Aref_Lorestani,Q5703996,https://www.wikidata.org/wiki/Q5703996
Mehran Modiri,https://en.wikipedia.org/wiki/Mehran_Modiri,Q3182623,https://www.wikidata.org/wiki/Q3182623
Mohsen Jafari Rad,https://en.wikipedia.org/wiki/Mohsen_Jafari_Rad,Q116195806,https://www.wikidata.org/wiki/Q116195806
Mohammad Naderi (actor),https://en.wikipedia.org/wiki/Mohammad_Naderi_%28actor%29,,
Saeed Poursamimi,https://en.wikipedia.org/wiki/Saeed_Poursamimi,Q7398246,https://www.wikidata.org/wiki/Q7398246
Ali Pourtash,https://en.wikipedia.org/wiki/Ali_Pourtash,Q4725116,https://www.wikidata.org/wiki/Q4725116
Javad Razavian,https://en.wikipedia.org/wiki/Javad_Razavian,Q3163110,https://www.wikidata.org/wiki/Q3163110
Parviz Sayyad,https://en.wikipedia.org/wiki/Parviz_Sayyad,Q3367084,https://www.wikidata.org/wiki/Q3367084
Soroush Sehhat,https://en.wikipedia.org/wiki/Soroush_Sehhat,Q3491263,https://www.wikidata.org/wiki/Q3491263
Nima Shabannejad,https://en.wikipedia.org/wiki/Nima_Shabannejad,Q26848956,https://www.wikidata.org/wiki/Q26848956
Reza Shafiei-Jam,https://en.wikipedia.org/wiki/Reza_Shafiei-Jam,Q3428947,https://www.wikidata.org/wiki/Q3428947
Hootan Shakiba,https://en.wikipedia.org/wiki/Hootan_Shakiba,Q25423455,https://www.wikidata.org/wiki/Q25423455
Nosratollah Vahdat,https://en.wikipedia.org/wiki/Nosratollah_Vahdat,Q5955454,https://www.wikidata.org/wiki/Q5955454
Elika Abdolrazzaghi,https://en.wikipedia.org/wiki/Elika_Abdolrazzaghi,Q5946917,https://www.wikidata.org/wiki/Q5946917
Enissa Amani,https://en.wikipedia.org/wiki/Enissa_Amani,Q18411528,https://www.wikidata.org/wiki/Q18411528
Behnoosh Bakhtiari,https://en.wikipedia.org/wiki/Behnoosh_Bakhtiari,Q2893916,https://www.wikidata.org/wiki/Q2893916
Farrokhlagha Houshmand,https://en.wikipedia.org/wiki/Farrokhlagha_Houshmand,Q5953102,https://www.wikidata.org/wiki/Q5953102
Iranian stand-up comedy,https://en.wikipedia.org/wiki/Iranian_stand-up_comedy,Q6067505,https://www.wikidata.org/wiki/Q6067505
Dan Ahdoot,https://en.wikipedia.org/wiki/Dan_Ahdoot,Q5213060,https://www.wikidata.org/wiki/Q5213060
Baba Ali,https://en.wikipedia.org/wiki/Baba_Ali,Q3338543,https://www.wikidata.org/wiki/Q3338543
Sepand Amirsoleimani,https://en.wikipedia.org/wiki/Sepand_Amirsoleimani,Q5941065,https://www.wikidata.org/wiki/Q5941065
The Iron Sheik,https://en.wikipedia.org/wiki/The_Iron_Sheik,Q289781,https://www.wikidata.org/wiki/Q289781
Amir Mahdi Jule,https://en.wikipedia.org/wiki/Amir_Mahdi_Jule,Q5848646,https://www.wikidata.org/wiki/Q5848646
Mehran Khaghani,https://en.wikipedia.org/wiki/Mehran_Khaghani,Q6809798,https://www.wikidata.org/wiki/Q6809798
Hadi Khorsandi,https://en.wikipedia.org/wiki/Hadi_Khorsandi,Q5637832,https://www.wikidata.org/wiki/Q5637832
Ebrahim Nabavi,https://en.wikipedia.org/wiki/Ebrahim_Nabavi,Q349299,https://www.wikidata.org/wiki/Q349299
