Name,Wikipedia_Link,wikidata_qid,wikidata_url
Mohammad Alizadeh,https://en.wikipedia.org/wiki/Mohammad_Alizadeh,Q131107809,https://www.wikidata.org/wiki/Q131107809
Arman Nahany,https://en.wikipedia.org/wiki/Arman_Nahany,Q136432774,https://www.wikidata.org/wiki/Q136432774
List of Iran international footballers,https://en.wikipedia.org/wiki/List_of_Iran_international_footballers,Q131549728,https://www.wikidata.org/wiki/Q131549728
Hossein Abarghouei,https://en.wikipedia.org/wiki/Hossein_Abarghouei,Q39158028,https://www.wikidata.org/wiki/Q39158028
Alireza Abbasfard,https://en.wikipedia.org/wiki/Alireza_Abbasfard,Q3611832,https://www.wikidata.org/wiki/Q3611832
Nasrollah Abdollahi,https://en.wikipedia.org/wiki/Nasrollah_Abdollahi,Q2478625,https://www.wikidata.org/wiki/Q2478625
Ahmad Abdollahzadeh,https://en.wikipedia.org/wiki/Ahmad_Abdollahzadeh,Q17465542,https://www.wikidata.org/wiki/Q17465542
Ahmad Reza Abedzadeh,https://en.wikipedia.org/wiki/Ahmad_Reza_Abedzadeh,Q2439863,https://www.wikidata.org/wiki/Q2439863
Amir Abedzadeh,https://en.wikipedia.org/wiki/Amir_Abedzadeh,Q4746512,https://www.wikidata.org/wiki/Q4746512
Behnam Abolghasempour,https://en.wikipedia.org/wiki/Behnam_Abolghasempour,Q4880940,https://www.wikidata.org/wiki/Q4880940
Mehdi Abtahi,https://en.wikipedia.org/wiki/Mehdi_Abtahi,Q3958610,https://www.wikidata.org/wiki/Q3958610
Mohammad Reza Adelkhani,https://en.wikipedia.org/wiki/Mohammad_Reza_Adelkhani,Q1304962,https://www.wikidata.org/wiki/Q1304962
Nader Afshar Alavinejad,https://en.wikipedia.org/wiki/Nader_Afshar_Alavinejad,Q5752700,https://www.wikidata.org/wiki/Q5752700
Arash Afshin,https://en.wikipedia.org/wiki/Arash_Afshin,Q4784340,https://www.wikidata.org/wiki/Q4784340
Abbas Aghaei,https://en.wikipedia.org/wiki/Abbas_Aghaei,Q4663713,https://www.wikidata.org/wiki/Q4663713
Saeid Aghaei,https://en.wikipedia.org/wiki/Saeid_Aghaei,Q17518772,https://www.wikidata.org/wiki/Q17518772
Javad Aghaeipour,https://en.wikipedia.org/wiki/Javad_Aghaeipour,Q109547972,https://www.wikidata.org/wiki/Q109547972
Markar Aghajanyan,https://en.wikipedia.org/wiki/Markar_Aghajanyan,Q6770564,https://www.wikidata.org/wiki/Q6770564
