Name,Wikipedia_Link,wikidata_qid,wikidata_url
Ali Abdi (activist),https://en.wikipedia.org/wiki/Ali_Abdi_%28activist%29,,
Mahnaz Afkhami,https://en.wikipedia.org/wiki/Mahnaz_Afkhami,Q6734697,https://www.wikidata.org/wiki/Q6734697
Saba Kord Afshari,https://en.wikipedia.org/wiki/Saba_Kord_Afshari,Q71330636,https://www.wikidata.org/wiki/Q71330636
Nazanin Afshin-Jam,https://en.wikipedia.org/wiki/Nazanin_Afshin-Jam,Q447592,https://www.wikidata.org/wiki/Q447592
Shiva Nazar Ahari,https://en.wikipedia.org/wiki/Shiva_Nazar_Ahari,Q460226,https://www.wikidata.org/wiki/Q460226
Khosrow Alikordi,https://en.wikipedia.org/wiki/Khosrow_Alikordi,Q137324672,https://www.wikidata.org/wiki/Q137324672
Shadi Amin,https://en.wikipedia.org/wiki/Shadi_Amin,Q15410595,https://www.wikidata.org/wiki/Q15410595
Mahmood Amiry-Moghaddam,https://en.wikipedia.org/wiki/Mahmood_Amiry-Moghaddam,Q4570124,https://www.wikidata.org/wiki/Q4570124
Nahid Angha,https://en.wikipedia.org/wiki/Nahid_Angha,Q6959255,https://www.wikidata.org/wiki/Q6959255
Elham Malekpoor Arashlu,https://en.wikipedia.org/wiki/Elham_Malekpoor_Arashlu,Q56356036,https://www.wikidata.org/wiki/Q56356036
Vahid Asghari,https://en.wikipedia.org/wiki/Vahid_Asghari,Q7908627,https://www.wikidata.org/wiki/Q7908627
Majid Assadi,https://en.wikipedia.org/wiki/Majid_Assadi,Q64224759,https://www.wikidata.org/wiki/Q64224759
Maziar Bahari,https://en.wikipedia.org/wiki/Maziar_Bahari,Q1334414,https://www.wikidata.org/wiki/Q1334414
Mansoureh Behkish,https://en.wikipedia.org/wiki/Mansoureh_Behkish,Q62020074,https://www.wikidata.org/wiki/Q62020074
Pantea Beigi,https://en.wikipedia.org/wiki/Pantea_Beigi,Q7131670,https://www.wikidata.org/wiki/Q7131670
Niloofar Beyzaie,https://en.wikipedia.org/wiki/Niloofar_Beyzaie,Q542530,https://www.wikidata.org/wiki/Q542530
Hossein Kazemeyni Boroujerdi,https://en.wikipedia.org/wiki/Hossein_Kazemeyni_Boroujerdi,Q350337,https://www.wikidata.org/wiki/Q350337
Atena Daemi,https://en.wikipedia.org/wiki/Atena_Daemi,Q28016688,https://www.wikidata.org/wiki/Q28016688
Mohammad Davari,https://en.wikipedia.org/wiki/Mohammad_Davari,Q5954067,https://www.wikidata.org/wiki/Q5954067
Amirsalar Davoudi,https://en.wikipedia.org/wiki/Amirsalar_Davoudi,Q64399553,https://www.wikidata.org/wiki/Q64399553
Shirin Ebadi,https://en.wikipedia.org/wiki/Shirin_Ebadi,Q131152,https://www.wikidata.org/wiki/Q131152
Gohar Eshghi,https://en.wikipedia.org/wiki/Gohar_Eshghi,Q12240017,https://www.wikidata.org/wiki/Q12240017
Zahra Eshraghi,https://en.wikipedia.org/wiki/Zahra_Eshraghi,Q144181,https://www.wikidata.org/wiki/Q144181
Atena Farghadani,https://en.wikipedia.org/wiki/Atena_Farghadani,Q19960495,https://www.wikidata.org/wiki/Q19960495
Siamak Ghaderi,https://en.wikipedia.org/wiki/Siamak_Ghaderi,Q5709257,https://www.wikidata.org/wiki/Q5709257
Kazem Gharibabadi,https://en.wikipedia.org/wiki/Kazem_Gharibabadi,Q16051359,https://www.wikidata.org/wiki/Q16051359
Kouhyar Goudarzi,https://en.wikipedia.org/wiki/Kouhyar_Goudarzi,Q6434510,https://www.wikidata.org/wiki/Q6434510
Fatemeh Haghighatjoo,https://en.wikipedia.org/wiki/Fatemeh_Haghighatjoo,Q5437443,https://www.wikidata.org/wiki/Q5437443
Shervin Hajipour,https://en.wikipedia.org/wiki/Shervin_Hajipour,Q114313917,https://www.wikidata.org/wiki/Q114313917
Roya Hakakian,https://en.wikipedia.org/wiki/Roya_Hakakian,Q340046,https://www.wikidata.org/wiki/Q340046
Farshid Hakki,https://en.wikipedia.org/wiki/Farshid_Hakki,Q57900736,https://www.wikidata.org/wiki/Q57900736
Soheila Hejab,https://en.wikipedia.org/wiki/Soheila_Hejab,Q97930192,https://www.wikidata.org/wiki/Q97930192
Iranian Complainant Mothers,https://en.wikipedia.org/wiki/Iranian_Complainant_Mothers,Q109550320,https://www.wikidata.org/wiki/Q109550320
Nasrin Javadi,https://en.wikipedia.org/wiki/Nasrin_Javadi,Q136309854,https://www.wikidata.org/wiki/Q136309854
Behrouz Javid-Tehrani,https://en.wikipedia.org/wiki/Behrouz_Javid-Tehrani,Q4881000,https://www.wikidata.org/wiki/Q4881000
Maximilien Jazani,https://en.wikipedia.org/wiki/Maximilien_Jazani,Q6795781,https://www.wikidata.org/wiki/Q6795781
Mohammad Seddigh Kaboudvand,https://en.wikipedia.org/wiki/Mohammad_Seddigh_Kaboudvand,Q5896631,https://www.wikidata.org/wiki/Q5896631
Sheema Kalbasi,https://en.wikipedia.org/wiki/Sheema_Kalbasi,Q4994679,https://www.wikidata.org/wiki/Q4994679
Farzad Kamangar,https://en.wikipedia.org/wiki/Farzad_Kamangar,Q1390288,https://www.wikidata.org/wiki/Q1390288
Saleh Kamrani,https://en.wikipedia.org/wiki/Saleh_Kamrani,Q85998343,https://www.wikidata.org/wiki/Q85998343
Mehrangiz Kar,https://en.wikipedia.org/wiki/Mehrangiz_Kar,Q6809813,https://www.wikidata.org/wiki/Q6809813
Morvarid Karimi,https://en.wikipedia.org/wiki/Morvarid_Karimi,Q39058309,https://www.wikidata.org/wiki/Q39058309
Shokufeh Kavani,https://en.wikipedia.org/wiki/Shokufeh_Kavani,Q7500187,https://www.wikidata.org/wiki/Q7500187
Masoud Kazemi,https://en.wikipedia.org/wiki/Masoud_Kazemi,Q99809707,https://www.wikidata.org/wiki/Q99809707
Mehraveh Khandan,https://en.wikipedia.org/wiki/Mehraveh_Khandan,Q134985106,https://www.wikidata.org/wiki/Q134985106
Reza Khandan,https://en.wikipedia.org/wiki/Reza_Khandan,Q117241660,https://www.wikidata.org/wiki/Q117241660
Mehdi Khazali,https://en.wikipedia.org/wiki/Mehdi_Khazali,Q6809336,https://www.wikidata.org/wiki/Q6809336
Abdolkarim Lahiji,https://en.wikipedia.org/wiki/Abdolkarim_Lahiji,Q5941478,https://www.wikidata.org/wiki/Q5941478
Ali Latifiyan,https://en.wikipedia.org/wiki/Ali_Latifiyan,Q111370029,https://www.wikidata.org/wiki/Q111370029
Jahangir Mahmoudi,https://en.wikipedia.org/wiki/Jahangir_Mahmoudi,Q6123163,https://www.wikidata.org/wiki/Q6123163
Khosrow Mansourian,https://en.wikipedia.org/wiki/Khosrow_Mansourian,Q20987901,https://www.wikidata.org/wiki/Q20987901
Marziyeh Amirizadeh,https://en.wikipedia.org/wiki/Marziyeh_Amirizadeh,Q124060910,https://www.wikidata.org/wiki/Q124060910
Mersedeh Shahinkar,https://en.wikipedia.org/wiki/Mersedeh_Shahinkar,Q124394778,https://www.wikidata.org/wiki/Q124394778
Iraj Mesdaghi,https://en.wikipedia.org/wiki/Iraj_Mesdaghi,Q12199962,https://www.wikidata.org/wiki/Q12199962
Farhad Meysami,https://en.wikipedia.org/wiki/Farhad_Meysami,Q56260646,https://www.wikidata.org/wiki/Q56260646
Narges Mohammadi,https://en.wikipedia.org/wiki/Narges_Mohammadi,Q4967771,https://www.wikidata.org/wiki/Q4967771
Maryam Akbari Monfared,https://en.wikipedia.org/wiki/Maryam_Akbari_Monfared,Q52721157,https://www.wikidata.org/wiki/Q52721157
Farideh Moradkhani,https://en.wikipedia.org/wiki/Farideh_Moradkhani,Q115478379,https://www.wikidata.org/wiki/Q115478379
Mohammad Mostafaei,https://en.wikipedia.org/wiki/Mohammad_Mostafaei,Q5958879,https://www.wikidata.org/wiki/Q5958879
Mourning Mothers,https://en.wikipedia.org/wiki/Mourning_Mothers,Q6925942,https://www.wikidata.org/wiki/Q6925942
Afshin Naghouni,https://en.wikipedia.org/wiki/Afshin_Naghouni,Q19870604,https://www.wikidata.org/wiki/Q19870604
Mohammad Najafi,https://en.wikipedia.org/wiki/Mohammad_Najafi,Q132316109,https://www.wikidata.org/wiki/Q132316109
Ahmad Naruyi,https://en.wikipedia.org/wiki/Ahmad_Naruyi,Q6895708,https://www.wikidata.org/wiki/Q6895708
Aram Ostadian-Binai,https://en.wikipedia.org/wiki/Aram_Ostadian-Binai,Q115958318,https://www.wikidata.org/wiki/Q115958318
Keyvan Rafiee,https://en.wikipedia.org/wiki/Keyvan_Rafiee,Q5947579,https://www.wikidata.org/wiki/Q5947579
Raheleh Rahemipour,https://en.wikipedia.org/wiki/Raheleh_Rahemipour,Q55648560,https://www.wikidata.org/wiki/Q55648560
Kazem Rajavi,https://en.wikipedia.org/wiki/Kazem_Rajavi,Q1737483,https://www.wikidata.org/wiki/Q1737483
Rayehe Mozafarian,https://en.wikipedia.org/wiki/Rayehe_Mozafarian,Q109554696,https://www.wikidata.org/wiki/Q109554696
Hossein Ronaghi,https://en.wikipedia.org/wiki/Hossein_Ronaghi,Q2753913,https://www.wikidata.org/wiki/Q2753913
