Name,Wikipedia_Link
Bahar Dehkordi,https://en.wikipedia.org/wiki/Bahar_Dehkordi
Erfan (rapper),https://en.wikipedia.org/wiki/Erfan_%28rapper%29
Fadaei,https://en.wikipedia.org/wiki/Fadaei
Moltafet,https://en.wikipedia.org/wiki/Moltafet
Shahin Najafi,https://en.wikipedia.org/wiki/Shahin_Najafi
Nazar (rapper),https://en.wikipedia.org/wiki/Nazar_%28rapper%29
Bahram Nouraei,https://en.wikipedia.org/wiki/Bahram_Nouraei
Reveal (rapper),https://en.wikipedia.org/wiki/Reveal_%28rapper%29
Toomaj Salehi,https://en.wikipedia.org/wiki/Toomaj_Salehi
Sasy,https://en.wikipedia.org/wiki/Sasy
Ali Sorena,https://en.wikipedia.org/wiki/Ali_Sorena
Amir Tataloo,https://en.wikipedia.org/wiki/Amir_Tataloo
Yas (rapper),https://en.wikipedia.org/wiki/Yas_%28rapper%29
Zedbazi,https://en.wikipedia.org/wiki/Zedbazi
Ghogha (rapper),https://en.wikipedia.org/wiki/Ghogha_%28rapper%29
Salome MC,https://en.wikipedia.org/wiki/Salome_MC
