Name,Wikipedia_Link,wikidata_qid,wikidata_url
Abbas Abdi,https://en.wikipedia.org/wiki/Abbas_Abdi,Q4663711,https://www.wikidata.org/wiki/Q4663711
Abdollah Abdi,https://en.wikipedia.org/wiki/Abdollah_Abdi,Q136656989,https://www.wikidata.org/wiki/Q136656989
Ali Akbar Abdolrashidi,https://en.wikipedia.org/wiki/Ali_Akbar_Abdolrashidi,Q2836081,https://www.wikidata.org/wiki/Q2836081
Behrouz Afagh,https://en.wikipedia.org/wiki/Behrouz_Afagh,Q4880997,https://www.wikidata.org/wiki/Q4880997
Liana Aghajanian,https://en.wikipedia.org/wiki/Liana_Aghajanian,Q30592664,https://www.wikidata.org/wiki/Q30592664
Sarvenaz Ahmadi,https://en.wikipedia.org/wiki/Sarvenaz_Ahmadi,Q131741730,https://www.wikidata.org/wiki/Q131741730
Shadi Amin,https://en.wikipedia.org/wiki/Shadi_Amin,Q15410595,https://www.wikidata.org/wiki/Q15410595
Bahman Ahmadi Amouee,https://en.wikipedia.org/wiki/Bahman_Ahmadi_Amouee,Q4842638,https://www.wikidata.org/wiki/Q4842638
Mahsa Amrabadi,https://en.wikipedia.org/wiki/Mahsa_Amrabadi,Q4984839,https://www.wikidata.org/wiki/Q4984839
Mohammad-Kazem Anbarlouei,https://en.wikipedia.org/wiki/Mohammad-Kazem_Anbarlouei,Q30123172,https://www.wikidata.org/wiki/Q30123172
Parvin Ardalan,https://en.wikipedia.org/wiki/Parvin_Ardalan,Q2622862,https://www.wikidata.org/wiki/Q2622862
Houshang Asadi,https://en.wikipedia.org/wiki/Houshang_Asadi,Q10860856,https://www.wikidata.org/wiki/Q10860856
Vahid Asghari,https://en.wikipedia.org/wiki/Vahid_Asghari,Q7908627,https://www.wikidata.org/wiki/Q7908627
Mina Assadi,https://en.wikipedia.org/wiki/Mina_Assadi,Q384979,https://www.wikidata.org/wiki/Q384979
Golineh Atai,https://en.wikipedia.org/wiki/Golineh_Atai,Q88246,https://www.wikidata.org/wiki/Q88246
Mohammad Atrianfar,https://en.wikipedia.org/wiki/Mohammad_Atrianfar,Q6891859,https://www.wikidata.org/wiki/Q6891859
Emadeddin Baghi,https://en.wikipedia.org/wiki/Emadeddin_Baghi,Q5368789,https://www.wikidata.org/wiki/Q5368789
Jila Baniyaghoob,https://en.wikipedia.org/wiki/Jila_Baniyaghoob,Q4937441,https://www.wikidata.org/wiki/Q4937441
Jamshid Barzegar,https://en.wikipedia.org/wiki/Jamshid_Barzegar,Q24175779,https://www.wikidata.org/wiki/Q24175779
Masoud Bastani,https://en.wikipedia.org/wiki/Masoud_Bastani,Q10858455,https://www.wikidata.org/wiki/Q10858455
Ahmad Batebi,https://en.wikipedia.org/wiki/Ahmad_Batebi,Q389117,https://www.wikidata.org/wiki/Q389117
Ataullah Behmanesh,https://en.wikipedia.org/wiki/Ataullah_Behmanesh,Q5947777,https://www.wikidata.org/wiki/Q5947777
