Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
List of Iranian singers,https://en.wikipedia.org/wiki/List_of_Iranian_singers,Q87723079,https://www.wikidata.org/wiki/Q87723079,,,,,,,
Naser Abdollahi,https://en.wikipedia.org/wiki/Naser_Abdollahi,Q5959506,https://www.wikidata.org/wiki/Q5959506,male,composer; singer,Iran,Bandar Abbas,1970-12-31T00:00:00Z,,
Marjan Farsad,https://en.wikipedia.org/wiki/Marjan_Farsad,Q39395423,https://www.wikidata.org/wiki/Q39395423,female,animator; singer,Iran,Tehran,1983-01-01T00:00:00Z,marjanfarsad,https://x.com/marjanfarsad
Rahim Moazenzadeh Ardabili,https://en.wikipedia.org/wiki/Rahim_Moazenzadeh_Ardabili,Q35351,https://www.wikidata.org/wiki/Q35351,male,muezzin,Iran,Ardabil,1925-01-01T00:00:00Z,,
Salim Moazenzadeh Ardabili,https://en.wikipedia.org/wiki/Salim_Moazenzadeh_Ardabili,Q3718879,https://www.wikidata.org/wiki/Q3718879,male,muezzin; singer,Iran,Ardabil,1936-01-01T00:00:00Z,,
Ali Tabatabaee,https://en.wikipedia.org/wiki/Ali_Tabatabaee,Q2542713,https://www.wikidata.org/wiki/Q2542713,male,rapper; singer; songwriter,Iran; United States,Tehran,1973-02-27T00:00:00Z,,
Davood Younesi,https://en.wikipedia.org/wiki/Davood_Younesi,Q130280157,https://www.wikidata.org/wiki/Q130280157,male,pop singer; singer,,,1990-11-11T00:00:00Z,,
Ali Abdolmaleki,https://en.wikipedia.org/wiki/Ali_Abdolmaleki,Q4724537,https://www.wikidata.org/wiki/Q4724537,male,composer; singer,Iran,Tuyserkan,1988-08-17T00:00:00Z,,
Kaveh Afagh,https://en.wikipedia.org/wiki/Kaveh_Afagh,Q52151583,https://www.wikidata.org/wiki/Q52151583,male,actor; composer; singer,Iran,Tehran,1983-05-01T00:00:00Z,,
Nazanin Afshin-Jam,https://en.wikipedia.org/wiki/Nazanin_Afshin-Jam,Q447592,https://www.wikidata.org/wiki/Q447592,female,beauty pageant contestant; human rights activist; model; musician; singer,Iran,Tehran,1979-04-11T00:00:00Z,NazaninAJ,https://x.com/NazaninAJ
Nematollah Aghasi,https://en.wikipedia.org/wiki/Nematollah_Aghasi,Q5950729,https://www.wikidata.org/wiki/Q5950729,male,actor; lyricist; singer; singer-songwriter; songwriter,Iran; Pahlavi dynasty,Dezful,1939-07-21T00:00:00Z,,
Majid Akhshabi,https://en.wikipedia.org/wiki/Majid_Akhshabi,Q10858063,https://www.wikidata.org/wiki/Q10858063,male,pop singer; recording artist; santurist; songwriter,Iran,Tehran,1973-01-16T00:00:00Z,,
Andy (singer),https://en.wikipedia.org/wiki/Andy_%28singer%29,,,,,,,,latoyajackson,https://x.com/latoyajackson
Arash (singer),https://en.wikipedia.org/wiki/Arash_%28singer%29,,,,,,,,,
Aref (singer),https://en.wikipedia.org/wiki/Aref_%28singer%29,,,,,,,,,
Amir Hossein Arman,https://en.wikipedia.org/wiki/Amir_Hossein_Arman,Q20109427,https://www.wikidata.org/wiki/Q20109427,male,actor; singer,Iran,Tehran,1982-11-05T00:00:00Z,,
Mehrdad Asemani,https://en.wikipedia.org/wiki/Mehrdad_Asemani,Q5964348,https://www.wikidata.org/wiki/Q5964348,male,composer; musician; recording artist; singer,Iran; United States,Tehran,1967-07-16T00:00:00Z,Mehrdad_Asemani,https://x.com/Mehrdad_Asemani
Faramarz Aslani,https://en.wikipedia.org/wiki/Faramarz_Aslani,Q2919357,https://www.wikidata.org/wiki/Q2919357,male,composer; guitarist; recording artist; singer; songwriter,Iran,Tehran,1945-07-13T00:00:00Z,,
Alireza Assar,https://en.wikipedia.org/wiki/Alireza_Assar,Q4726868,https://www.wikidata.org/wiki/Q4726868,male,musician; pianist; singer,Iran,Tehran,1970-01-24T00:00:00Z,,
Ali Azimi,https://en.wikipedia.org/wiki/Ali_Azimi,Q19666612,https://www.wikidata.org/wiki/Q19666612,male,musician,Iran,Tehran,1977-08-29T00:00:00Z,AliAzimiMusic,https://x.com/AliAzimiMusic
Gholam-Hossein Banan,https://en.wikipedia.org/wiki/Gholam-Hossein_Banan,Q48884,https://www.wikidata.org/wiki/Q48884,male,recording artist; singer,Iran,Gholhak,1911-05-01T00:00:00Z,,
Behrad Ali Konari,https://en.wikipedia.org/wiki/Behrad_Ali_Konari,Q117448968,https://www.wikidata.org/wiki/Q117448968,male,singer,Iran,,1994-07-21T00:00:00Z,followupiran,https://x.com/followupiran
