Name,Wikipedia_Link,wikidata_qid,wikidata_url
List of Iranian singers,https://en.wikipedia.org/wiki/List_of_Iranian_singers,Q87723079,https://www.wikidata.org/wiki/Q87723079
Naser Abdollahi,https://en.wikipedia.org/wiki/Naser_Abdollahi,Q5959506,https://www.wikidata.org/wiki/Q5959506
Marjan Farsad,https://en.wikipedia.org/wiki/Marjan_Farsad,Q39395423,https://www.wikidata.org/wiki/Q39395423
Rahim Moazenzadeh Ardabili,https://en.wikipedia.org/wiki/Rahim_Moazenzadeh_Ardabili,Q35351,https://www.wikidata.org/wiki/Q35351
Salim Moazenzadeh Ardabili,https://en.wikipedia.org/wiki/Salim_Moazenzadeh_Ardabili,Q3718879,https://www.wikidata.org/wiki/Q3718879
Ali Tabatabaee,https://en.wikipedia.org/wiki/Ali_Tabatabaee,Q2542713,https://www.wikidata.org/wiki/Q2542713
Davood Younesi,https://en.wikipedia.org/wiki/Davood_Younesi,Q130280157,https://www.wikidata.org/wiki/Q130280157
Ali Abdolmaleki,https://en.wikipedia.org/wiki/Ali_Abdolmaleki,Q4724537,https://www.wikidata.org/wiki/Q4724537
Kaveh Afagh,https://en.wikipedia.org/wiki/Kaveh_Afagh,Q52151583,https://www.wikidata.org/wiki/Q52151583
Nazanin Afshin-Jam,https://en.wikipedia.org/wiki/Nazanin_Afshin-Jam,Q447592,https://www.wikidata.org/wiki/Q447592
Nematollah Aghasi,https://en.wikipedia.org/wiki/Nematollah_Aghasi,Q5950729,https://www.wikidata.org/wiki/Q5950729
Majid Akhshabi,https://en.wikipedia.org/wiki/Majid_Akhshabi,Q10858063,https://www.wikidata.org/wiki/Q10858063
Andy (singer),https://en.wikipedia.org/wiki/Andy_%28singer%29,,
Arash (singer),https://en.wikipedia.org/wiki/Arash_%28singer%29,,
Aref (singer),https://en.wikipedia.org/wiki/Aref_%28singer%29,,
Amir Hossein Arman,https://en.wikipedia.org/wiki/Amir_Hossein_Arman,Q20109427,https://www.wikidata.org/wiki/Q20109427
Mehrdad Asemani,https://en.wikipedia.org/wiki/Mehrdad_Asemani,Q5964348,https://www.wikidata.org/wiki/Q5964348
Faramarz Aslani,https://en.wikipedia.org/wiki/Faramarz_Aslani,Q2919357,https://www.wikidata.org/wiki/Q2919357
Alireza Assar,https://en.wikipedia.org/wiki/Alireza_Assar,Q4726868,https://www.wikidata.org/wiki/Q4726868
Ali Azimi,https://en.wikipedia.org/wiki/Ali_Azimi,Q19666612,https://www.wikidata.org/wiki/Q19666612
Gholam-Hossein Banan,https://en.wikipedia.org/wiki/Gholam-Hossein_Banan,Q48884,https://www.wikidata.org/wiki/Q48884
Behrad Ali Konari,https://en.wikipedia.org/wiki/Behrad_Ali_Konari,Q117448968,https://www.wikidata.org/wiki/Q117448968
Sami Beigi,https://en.wikipedia.org/wiki/Sami_Beigi,Q16255047,https://www.wikidata.org/wiki/Q16255047
Shahkar Bineshpajooh,https://en.wikipedia.org/wiki/Shahkar_Bineshpajooh,Q7461803,https://www.wikidata.org/wiki/Q7461803
Cameron Cartio,https://en.wikipedia.org/wiki/Cameron_Cartio,Q2735138,https://www.wikidata.org/wiki/Q2735138
George Chaharbakhshi,https://en.wikipedia.org/wiki/George_Chaharbakhshi,Q5537784,https://www.wikidata.org/wiki/Q5537784
Dariush (singer),https://en.wikipedia.org/wiki/Dariush_%28singer%29,,
Sussan Deyhim,https://en.wikipedia.org/wiki/Sussan_Deyhim,Q3978309,https://www.wikidata.org/wiki/Q3978309
Dorcci,https://en.wikipedia.org/wiki/Dorcci,Q124466224,https://www.wikidata.org/wiki/Q124466224
Ebi,https://en.wikipedia.org/wiki/Ebi,Q1279891,https://www.wikidata.org/wiki/Q1279891
Mohammad Esfahani,https://en.wikipedia.org/wiki/Mohammad_Esfahani,Q6023837,https://www.wikidata.org/wiki/Q6023837
Fadaei,https://en.wikipedia.org/wiki/Fadaei,Q114949969,https://www.wikidata.org/wiki/Q114949969
Cyrus Faryar,https://en.wikipedia.org/wiki/Cyrus_Faryar,Q5201086,https://www.wikidata.org/wiki/Q5201086
Farzad Farzin,https://en.wikipedia.org/wiki/Farzad_Farzin,Q5436574,https://www.wikidata.org/wiki/Q5436574
Fereydoon Foroughi,https://en.wikipedia.org/wiki/Fereydoon_Foroughi,Q5444084,https://www.wikidata.org/wiki/Q5444084
Farshad Ghanbari,https://en.wikipedia.org/wiki/Farshad_Ghanbari,Q131462904,https://www.wikidata.org/wiki/Q131462904
Alireza Ghorbani,https://en.wikipedia.org/wiki/Alireza_Ghorbani,Q787201,https://www.wikidata.org/wiki/Q787201
Akbar Golpayegani,https://en.wikipedia.org/wiki/Akbar_Golpayegani,Q5955950,https://www.wikidata.org/wiki/Q5955950
Googoosh,https://en.wikipedia.org/wiki/Googoosh,Q255233,https://www.wikidata.org/wiki/Q255233
Shusha Guppy,https://en.wikipedia.org/wiki/Shusha_Guppy,Q3294818,https://www.wikidata.org/wiki/Q3294818
Habib (singer),https://en.wikipedia.org/wiki/Habib_%28singer%29,,
Omid Hajili,https://en.wikipedia.org/wiki/Omid_Hajili,Q7269680,https://www.wikidata.org/wiki/Q7269680
Hayedeh,https://en.wikipedia.org/wiki/Hayedeh,Q3056796,https://www.wikidata.org/wiki/Q3056796
Hichkas,https://en.wikipedia.org/wiki/Hichkas,Q3121083,https://www.wikidata.org/wiki/Q3121083
Ramin Karimloo,https://en.wikipedia.org/wiki/Ramin_Karimloo,Q519811,https://www.wikidata.org/wiki/Q519811
Shahrum Kashani,https://en.wikipedia.org/wiki/Shahrum_Kashani,Q7462294,https://www.wikidata.org/wiki/Q7462294
Mamak Khadem,https://en.wikipedia.org/wiki/Mamak_Khadem,Q10853818,https://www.wikidata.org/wiki/Q10853818
Ehsan Khajeh Amiri,https://en.wikipedia.org/wiki/Ehsan_Khajeh_Amiri,Q5348651,https://www.wikidata.org/wiki/Q5348651
Sirvan Khosravi,https://en.wikipedia.org/wiki/Sirvan_Khosravi,Q5103912,https://www.wikidata.org/wiki/Q5103912
Xaniar Khosravi,https://en.wikipedia.org/wiki/Xaniar_Khosravi,Q18398072,https://www.wikidata.org/wiki/Q18398072
Kian Pourtorab,https://en.wikipedia.org/wiki/Kian_Pourtorab,Q122382541,https://www.wikidata.org/wiki/Q122382541
Ali Lohrasbi,https://en.wikipedia.org/wiki/Ali_Lohrasbi,Q4724980,https://www.wikidata.org/wiki/Q4724980
Mahasti,https://en.wikipedia.org/wiki/Mahasti,Q428021,https://www.wikidata.org/wiki/Q428021
Mahvash,https://en.wikipedia.org/wiki/Mahvash,Q5956832,https://www.wikidata.org/wiki/Q5956832
Mansour (singer),https://en.wikipedia.org/wiki/Mansour_%28singer%29,,
Marjan (singer),https://en.wikipedia.org/wiki/Marjan_%28singer%29,,
Marzieh (singer),https://en.wikipedia.org/wiki/Marzieh_%28singer%29,,
Sahar Mohammadi,https://en.wikipedia.org/wiki/Sahar_Mohammadi,Q20110399,https://www.wikidata.org/wiki/Q20110399
Morteza (singer),https://en.wikipedia.org/wiki/Morteza_%28singer%29,,
Mohammad Motamedi,https://en.wikipedia.org/wiki/Mohammad_Motamedi,Q5950162,https://www.wikidata.org/wiki/Q5950162
Bahram Nouraei,https://en.wikipedia.org/wiki/Bahram_Nouraei,Q4842856,https://www.wikidata.org/wiki/Q4842856
Giti Pashaei,https://en.wikipedia.org/wiki/Giti_Pashaei,Q5565125,https://www.wikidata.org/wiki/Q5565125
Morteza Pashaei,https://en.wikipedia.org/wiki/Morteza_Pashaei,Q16045905,https://www.wikidata.org/wiki/Q16045905
Pouran (singer),https://en.wikipedia.org/wiki/Pouran_%28singer%29,,
Pyruz,https://en.wikipedia.org/wiki/Pyruz,Q7263806,https://www.wikidata.org/wiki/Q7263806
Bahram Radan,https://en.wikipedia.org/wiki/Bahram_Radan,Q2879320,https://www.wikidata.org/wiki/Q2879320
Ramesh (singer),https://en.wikipedia.org/wiki/Ramesh_%28singer%29,,
Reza Rooygari,https://en.wikipedia.org/wiki/Reza_Rooygari,Q5951091,https://www.wikidata.org/wiki/Q5951091
Sahar (singer),https://en.wikipedia.org/wiki/Sahar_%28singer%29,,
Sattar (singer),https://en.wikipedia.org/wiki/Sattar_%28singer%29,,
Shahrzad Sepanlou,https://en.wikipedia.org/wiki/Shahrzad_Sepanlou,Q7462311,https://www.wikidata.org/wiki/Q7462311
Sepideh (singer),https://en.wikipedia.org/wiki/Sepideh_%28singer%29,,
Sevdaliza,https://en.wikipedia.org/wiki/Sevdaliza,Q28112930,https://www.wikidata.org/wiki/Q28112930
Shab (singer),https://en.wikipedia.org/wiki/Shab_%28singer%29,,
Shahram Shabpareh,https://en.wikipedia.org/wiki/Shahram_Shabpareh,Q3959018,https://www.wikidata.org/wiki/Q3959018
Homayoun Shajarian,https://en.wikipedia.org/wiki/Homayoun_Shajarian,Q5887826,https://www.wikidata.org/wiki/Q5887826
Mojgan Shajarian,https://en.wikipedia.org/wiki/Mojgan_Shajarian,Q5927664,https://www.wikidata.org/wiki/Q5927664
Arash Sobhani,https://en.wikipedia.org/wiki/Arash_Sobhani,Q5958813,https://www.wikidata.org/wiki/Q5958813
Shohreh (singer),https://en.wikipedia.org/wiki/Shohreh_%28singer%29,,
Jasmin Tabatabai,https://en.wikipedia.org/wiki/Jasmin_Tabatabai,Q66771,https://www.wikidata.org/wiki/Q66771
Alireza Talischi,https://en.wikipedia.org/wiki/Alireza_Talischi,Q56365759,https://www.wikidata.org/wiki/Q56365759
Amir Tataloo,https://en.wikipedia.org/wiki/Amir_Tataloo,Q6417825,https://www.wikidata.org/wiki/Q6417825
Kavus Torabi,https://en.wikipedia.org/wiki/Kavus_Torabi,Q6379373,https://www.wikidata.org/wiki/Q6379373
Shamiram Urshan,https://en.wikipedia.org/wiki/Shamiram_Urshan,Q7487573,https://www.wikidata.org/wiki/Q7487573
Vafa Ahmadpour,https://en.wikipedia.org/wiki/Vafa_Ahmadpour,Q126868841,https://www.wikidata.org/wiki/Q126868841
Qamar-ol-Moluk Vaziri,https://en.wikipedia.org/wiki/Qamar-ol-Moluk_Vaziri,Q7266399,https://www.wikidata.org/wiki/Q7266399
Javad Yasari,https://en.wikipedia.org/wiki/Javad_Yasari,Q6165121,https://www.wikidata.org/wiki/Q6165121
Yosip Bet Yosip,https://en.wikipedia.org/wiki/Yosip_Bet_Yosip,Q22949300,https://www.wikidata.org/wiki/Q22949300
Sami Yusuf,https://en.wikipedia.org/wiki/Sami_Yusuf,Q558226,https://www.wikidata.org/wiki/Q558226
Seyyed Javad Zabihi,https://en.wikipedia.org/wiki/Seyyed_Javad_Zabihi,Q5955804,https://www.wikidata.org/wiki/Q5955804
Snoh Aalegra,https://en.wikipedia.org/wiki/Snoh_Aalegra,Q4970416,https://www.wikidata.org/wiki/Q4970416
Afshin (singer),https://en.wikipedia.org/wiki/Afshin_%28singer%29,,
Maryam Heydarzadeh,https://en.wikipedia.org/wiki/Maryam_Heydarzadeh,Q4953898,https://www.wikidata.org/wiki/Q4953898
Pari Zangeneh,https://en.wikipedia.org/wiki/Pari_Zangeneh,Q982748,https://www.wikidata.org/wiki/Q982748
Eddie Razaz,https://en.wikipedia.org/wiki/Eddie_Razaz,Q5336437,https://www.wikidata.org/wiki/Q5336437
Tooji,https://en.wikipedia.org/wiki/Tooji,Q61429,https://www.wikidata.org/wiki/Q61429
Faramarz Assef,https://en.wikipedia.org/wiki/Faramarz_Assef,Q31202699,https://www.wikidata.org/wiki/Q31202699
Reza Attaran,https://en.wikipedia.org/wiki/Reza_Attaran,Q3428926,https://www.wikidata.org/wiki/Q3428926
Amin Hayai,https://en.wikipedia.org/wiki/Amin_Hayai,Q471373,https://www.wikidata.org/wiki/Q471373
Ibn Muhriz,https://en.wikipedia.org/wiki/Ibn_Muhriz,Q22684485,https://www.wikidata.org/wiki/Q22684485
Ibrahim al-Mawsili,https://en.wikipedia.org/wiki/Ibrahim_al-Mawsili,Q2481426,https://www.wikidata.org/wiki/Q2481426
Mehrzad Marashi,https://en.wikipedia.org/wiki/Mehrzad_Marashi,Q448584,https://www.wikidata.org/wiki/Q448584
Mehrdad New York,https://en.wikipedia.org/wiki/Mehrdad_New_York,Q131198822,https://www.wikidata.org/wiki/Q131198822
Mehran Modiri,https://en.wikipedia.org/wiki/Mehran_Modiri,Q3182623,https://www.wikidata.org/wiki/Q3182623
Mohsen Jafari Rad,https://en.wikipedia.org/wiki/Mohsen_Jafari_Rad,Q116195806,https://www.wikidata.org/wiki/Q116195806
Mohsen Namjoo,https://en.wikipedia.org/wiki/Mohsen_Namjoo,Q1397191,https://www.wikidata.org/wiki/Q1397191
Ali Sadeghian,https://en.wikipedia.org/wiki/Ali_Sadeghian,Q4725165,https://www.wikidata.org/wiki/Q4725165
