Name,Wikipedia_Link,wikidata_qid,wikidata_url
Arash Estilaf,https://en.wikipedia.org/wiki/Arash_Estilaf,Q105846650,https://www.wikidata.org/wiki/Q105846650
Elika Abdolrazzaghi,https://en.wikipedia.org/wiki/Elika_Abdolrazzaghi,Q5946917,https://www.wikidata.org/wiki/Q5946917
Nasim Adabi,https://en.wikipedia.org/wiki/Nasim_Adabi,Q20109504,https://www.wikidata.org/wiki/Q20109504
Golab Adineh,https://en.wikipedia.org/wiki/Golab_Adineh,Q3109977,https://www.wikidata.org/wiki/Q3109977
Anahita Afshar,https://en.wikipedia.org/wiki/Anahita_Afshar,Q11689093,https://www.wikidata.org/wiki/Q11689093
Bahareh Kian Afshar,https://en.wikipedia.org/wiki/Bahareh_Kian_Afshar,Q13453217,https://www.wikidata.org/wiki/Q13453217
Mahnaz Afshar,https://en.wikipedia.org/wiki/Mahnaz_Afshar,Q3113907,https://www.wikidata.org/wiki/Q3113907
Bahareh Afshari,https://en.wikipedia.org/wiki/Bahareh_Afshari,Q5740014,https://www.wikidata.org/wiki/Q5740014
Shohreh Aghdashloo,https://en.wikipedia.org/wiki/Shohreh_Aghdashloo,Q229766,https://www.wikidata.org/wiki/Q229766
Nazanin Ahmadi,https://en.wikipedia.org/wiki/Nazanin_Ahmadi,Q84849960,https://www.wikidata.org/wiki/Q84849960
Pardis Ahmadieh,https://en.wikipedia.org/wiki/Pardis_Ahmadieh,Q42533858,https://www.wikidata.org/wiki/Q42533858
Maryam Amir Jalali,https://en.wikipedia.org/wiki/Maryam_Amir_Jalali,Q10858379,https://www.wikidata.org/wiki/Q10858379
Mary Apick,https://en.wikipedia.org/wiki/Mary_Apick,Q542469,https://www.wikidata.org/wiki/Q542469
Aram (actress),https://en.wikipedia.org/wiki/Aram_%28actress%29,,
Afsar Asadi,https://en.wikipedia.org/wiki/Afsar_Asadi,Q5922679,https://www.wikidata.org/wiki/Q5922679
Khatereh Asadi,https://en.wikipedia.org/wiki/Khatereh_Asadi,Q5929390,https://www.wikidata.org/wiki/Q5929390
Vishka Asayesh,https://en.wikipedia.org/wiki/Vishka_Asayesh,Q5951102,https://www.wikidata.org/wiki/Q5951102
Tala Ashe,https://en.wikipedia.org/wiki/Tala_Ashe,Q2018794,https://www.wikidata.org/wiki/Q2018794
Rana Azadivar,https://en.wikipedia.org/wiki/Rana_Azadivar,Q10325571,https://www.wikidata.org/wiki/Q10325571
Asal Badiee,https://en.wikipedia.org/wiki/Asal_Badiee,Q5939820,https://www.wikidata.org/wiki/Q5939820
Pantea Bahram,https://en.wikipedia.org/wiki/Pantea_Bahram,Q3362461,https://www.wikidata.org/wiki/Q3362461
