tweet_id,username,created_at,text,replies,retweets,likes,url
1371126087925837824,alikalaei62,,"در میان روشنفکران متهم به دینداری و در میان دینداران منسوب به بی دینی و در ورای این هر دو نیز یک "" خارجی مذهب که سر از بیعت و اطاعت اولی الامر پیچیده ""
علی شریعتی",0,0,0,https://x.com/AliKalaei62/status/1371126087925837824
2022785016799875451,alikalaei62,,"اگر نمایشنامه کرگدن اثر اوژن یونسکو را نخوانید حتما بخوانید 
به حال و روزمان شبیه است",0,0,0,https://x.com/sabzghabaa/status/2022785016799875451
2022601309430624406,alikalaei62,,حقایقی درباره سنگین‌ترین مجسمه برنزی ایران,0,0,0,https://x.com/haftsobh/status/2022601309430624406
2022670600251064567,alikalaei62,,"سایت خبری-تحلیلی کلمه
 صبح که برسد شب‌رُوان ستوده می‌شوند | گفتاری از علیرضا بهشتی شیرازی در پانزده سالگی حصر
@kaleme",0,0,0,https://x.com/hasanmakiyani99/status/2022670600251064567
2022793517190299851,alikalaei62,,این رو اضافه کنم که اهل سوء استفاده بساطشون رو جمع کنن. من به دلیل احترامم برای خانم نسرین ستوده این رو نوشتم. انتظارم از ایشون خیلی بیشتر از این بود. غمگینم از این مواضع ایشون. و البته همچنان براشون احترام قائلم. ولی نقد ایشون رو هم وظیفه خودم به عنوان کسی که ایشون رو سرمایه می,0,0,0,https://x.com/AliKalaei62/status/2022793517190299851
2022743096958882195,alikalaei62,,"کسایی که همیشه علیه #وکلا بد می‌گویند 
در جریان باشند که در این روزها،
تنها کسایی که دارن به صورت رایگان به بازداشت شدگان کمک میکنند وکلا هستند

پ ن : ما همیشه در کنار #مردم برای کمک به مردم هستیم",0,0,0,https://x.com/SepehrSdnLawyer/status/2022743096958882195
2022753050419458238,alikalaei62,,تداوم بازداشت و بلاتکلیفی #شیما_قوشه؛ یک ماه بدون تفهیم اتهام در بند ۲۰۹ اوین,0,0,0,https://x.com/avatoday_news/status/2022753050419458238
2022727798767378639,alikalaei62,," وکیل شیما قوشه: با گذشت یک ماه از بازداشت، هنوز اتهام موکلم مشخص نیست

 پرونده همچنان در مرحله بازپرسی است

  محمود بهزادی راد وکیل شیما قوشه در گفتگو با امتداد:

 ‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌ یک ماه از زمانی که شیما قوشه وکیل دادگستری",0,0,0,https://x.com/abdolah_abdi/status/2022727798767378639
2022789310441816500,alikalaei62,,"شیما قوشه، وکیل دادگستری، وکیل حقوق بشری و وکیل شاکیان علیه کیوان امام وردی 
۲۶ دی ۱۴۰۴ در زمان قطع سراسری اینترنت در منزل شخصی خود بازداشت شد و تا کنون خبری از او در دست نیست.",0,0,0,https://x.com/NR2OH/status/2022789310441816500
2022728215002050782,alikalaei62,,"نترسید، از وکیل گرفتن برای عزیزان در بند خودتان نترسید. از وکلای باتجربه در این زمینه کمک بگیرید. 
لازم به تکرار نیست، اما هر زمان می‌توانید برای مشاوره یا اعطای وکالت و... با من تماس بگیرید. دست در دست هم برای آینده قدم برمی‌داریم.
09193153851",0,0,0,https://x.com/samincheraghi/status/2022728215002050782
2022719115090182403,alikalaei62,,"حضور وكيل يكي از اركان اساسي دادرسي عادلانه ست
پس اگر متهم و خانواده شو ترسوندي و گفتي وكيل نگير يا وكيلتو عزل كن و غيره خودت داري اقرار مي كني دادرسيت عادلانه نيست",0,0,0,https://x.com/ShahlaOroji/status/2022719115090182403
2022747409026076941,alikalaei62,,وکیل شیما قوشه به امتداد گفت: یک ماه از بازداشت او گذشته و هنوز حتی اتهامش مشخص نیست! شیما در بند ۲۰۹ زندان اوینه و به بند عمومی منتقل نشده. پرونده هنوز در شعبه ۴ بازپرسی خاک می‌خوره و کیفرخواست صادر نشده… وضعیت نامشخصه,0,0,0,https://x.com/yaghma_fashkham/status/2022747409026076941
2022518132686864399,alikalaei62,,مراسم چهلم جاویدنامان محمد مهدی خالد ابادی و خواهرش خواهرش بهناز . ,0,0,0,https://x.com/Zimmermann____/status/2022518132686864399
2022678582758350892,alikalaei62,,"جو حاكم بر دادگاه انقلاب ديگه از تحملم خارجه
پدر و مادرهايي كه التماس مي كنن
يه مادر افتاده بود به پاي قاضي
بچه هاي كوچولو كه تا باباشونو مي بينن يه جور دردناكي گريه مي كنن
خانواده هاي سرگردان",0,0,0,https://x.com/ShahlaOroji/status/2022678582758350892
2022796679330640120,alikalaei62,,این کار خوبی بوده. فارغ از اینکه تجمع چه نیرویی بوده، کار خوبی بوده. دمشون گرم.,0,0,0,https://x.com/AliKalaei62/status/2022796679330640120
2022770900806853052,alikalaei62,,"طول این پرچم که مزین به تصاویر موجود از جاویدنامان است، پنجاه متر بوده که در ۱۴ فوریه روی دست‌های ایرانیان ملبورن  چرخیده و اشک همگان را درآورده است.

چه بدکرداری ای چرخ",0,0,0,https://x.com/ShirinRtp/status/2022770900806853052
