tweet_id,username,created_at,text,replies,retweets,likes,url
1615410106895634440,abhaddadii,2023-01-17 18:05:57.009000+00:00,"این رو می‌ذارم توییتِ پین.
توی این رشته‌توییت، مجموعه‌ی همه‌ی خاطره‌ها، قصه‌ها و جستارهایی که تا به حال نوشتم رو می‌ذارم.

اول: تشویق یا تماشا؟
یا
ما در این بازی همه بازیگریم.",0,0,0,https://x.com/abhaddadii/status/1615410106895634440
2022996374778716324,abhaddadii,2026-02-15 11:28:15.859000+00:00,"خیلی خسته‌م. دوس دارم مونیخ‌نامه بنویسم براتون اما «طاقتم اظهار عجز و ناتوانی می‌کند».

بعداً مفصل می‌گم. عجالتاً

هوا سرد بود بی‌ناموس،

سه تا از صاحبان پلاکاردهای ززآ گفتن هیچ‌کس به پلاکاردشون اعتراض نکرده،
پرچم‌ها و پلاکاردها خیلی ارگانیک آورده شده بود: شیرها متفاوت بود، متن",0,0,0,https://x.com/abhaddadii/status/2022996374778716324
2022989999709229260,abhaddadii,2026-02-15 11:02:55.924000+00:00,"دیروز در تجمع مونیخ، من که این روزها سیگاری شدم و سیگارم تموم شده بود، و هی می‌چرخیدم و لبخند می‌زدم تا سیگار بگیرم، و موقعِ استعمالِ دخانیات حتماً با سیگار‌یدهِ عزیز اختلاط می‌کردم تا حلال باشه،

می‌تونم شهادت بدم که
آدمای سیگاریِ سیگارِ اضافه‌دارِ قرض‌بده، از ایتالیا و هلند و",0,0,0,https://x.com/abhaddadii/status/2022989999709229260
2022740806961106952,abhaddadii,2026-02-14 18:32:43.743000+00:00,#حسین_شنبه_زاده خیلی زود دوباره کنار هم خواهیم بود.,0,0,0,https://x.com/WeAreGlorious1/status/2022740806961106952
2022750351665799565,abhaddadii,2026-02-14 19:10:39.378000+00:00,#حسین_شنبه_زاده,0,0,0,https://x.com/Ehsan11897895/status/2022750351665799565
2022677329974301137,abhaddadii,2026-02-14 14:20:29.650000+00:00,"«در سینه دارم یاد او، یا بر زبانم می‌رود»
#حسین_شنبه‌زاده

مونیخ",0,0,0,https://x.com/abhaddadii/status/2022677329974301137
2022658725136535920,abhaddadii,2026-02-14 13:06:33.911000+00:00,"باید یک ساعت و نیم پیش می‌رسیدیم اما نیم‌ساعت دیگه شاید برسیم.
بس که ترافیکه توی مونیخ.
از هر پنج‌تا ماشین هم توی یکیش چهره‌ی ایرانی می‌بینی.

مثل هر رویای جمعیِ انسانی‌ای بالاخره بهش می‌رسیم.",0,0,0,https://x.com/abhaddadii/status/2022658725136535920
2022633016036855923,abhaddadii,2026-02-14 11:24:24.384000+00:00,این اکتیه که من پای عواقب ناخوشایندش می‌ایستم.,0,0,0,https://x.com/abhaddadii/status/2022633016036855923
2022595127047323940,abhaddadii,2026-02-14 08:53:50.945000+00:00,"هیچ‌وقت اینقدر به اسقاط نظام ج‌اسلامی نزدیک نبودیم.

«منشین ز پای یک‌دم! که بماند کارِ دیگر»

باید با مهره‌هایی که داریم بازی کنیم. نمی‌شه توی شطرنج تاس ریخت یا توی منچ مات کرد.

نباید تعلل کنم. پیروزی در پیش است و شکست در پس.
«اگر رفتی، بُردی و اگر خُفتی، مُردی.»

#مونیخ۱۴فوریه",0,0,0,https://x.com/abhaddadii/status/2022595127047323940
2022593832802541876,abhaddadii,2026-02-14 08:48:42.373000+00:00,"آتش‌سوزی سینما رکس، سال ۵۷
بمبگذاری مرقد رضا، ۷۳
قتل‌های زنجیره‌ای، ۶۹ تا ۷۷
شلیک عمدی به هواپیمای ۷۵۲، ۹۸",0,0,0,https://x.com/abhaddadii/status/2022593832802541876
