tweet_id,username,created_at,text,replies,retweets,likes,url,year,month,date
2022776628925935825,_ali_najjar_,2026-02-14 22:55:04.365,۲۵۰۰۰,0,0,0,https://x.com/grok/status/2022776628925935825,2026,2,2026-02-14
2022764472784539774,_ali_najjar_,2026-02-14 22:06:46.115,"هدف سطلی ها و براندازان تلف کردن وقت ماست

این ها دو بار دیگه اغتشاش کنند کلا از روی زمین محو می‌شوند

به اسرائیل بپردازید",0,0,0,https://x.com/_ali_najjar_/status/2022764472784539774,2026,2,2026-02-14
2022757454442803258,_ali_najjar_,2026-02-14 21:38:52.812,"هرجور صلاحه اما نظر پلیس آلمان درباره میزان جمعیت حدود پانزده هزار نفره!
کل میدان هم سیصد هزار نفر گنجایش داره و اگر بیشتر بشه پلیس راه های ورودی رو می‌بنده
از روی تصویر قضاوت کنید چند درصد این میدان پر شده!",0,0,0,https://x.com/_Mahdiyar313/status/2022757454442803258,2026,2,2026-02-14
2022739407233831194,_ali_najjar_,2026-02-14 20:27:10.022,"پسر جدی با شیشه اینقدر حال کرده

سطلی ها واقعا علاوه بر منفور بودن ترحم برانگیز هم هستند",0,0,0,https://x.com/_ali_najjar_/status/2022739407233831194,2026,2,2026-02-14
2022717261786775771,_ali_najjar_,2026-02-14 18:59:10.136,تجمع فراخوان های آقای رائفی پور از این تجمع مونیخ بیشتر آدم جمع میکنه,0,0,0,https://x.com/_ali_najjar_/status/2022717261786775771,2026,2,2026-02-14
2022674946997297326,_ali_najjar_,2026-02-14 16:11:01.504,"ساندیس: 10
نون پنیر: 0",0,0,0,https://x.com/Ali_mzfri/status/2022674946997297326,2026,2,2026-02-14
2022656422161285508,_ali_najjar_,2026-02-14 14:57:24.839,"جمعیت سمت راستی به جمعیت سمت چپی میگه ما ملیونی هستیم
شما همه ربات هستید
برگام
#مونیخ",0,0,0,https://x.com/SaeeedMon/status/2022656422161285508,2026,2,2026-02-14
2022702611342688624,_ali_najjar_,2026-02-14 18:00:57.198,"بابا دکمه‌‌تونو بزنید ناموصا
‌‌",0,0,0,https://x.com/hajdogin/status/2022702611342688624,2026,2,2026-02-14
2022695326864318600,_ali_najjar_,2026-02-14 17:32:00.443,ازپرجمعیت ترین حالت ممکن این تجمع عکس گذاشتم وطبق تصویرهوایی وجایگاه استیج ودوربینی که درپایینترین حالت قرار دادن تاخالی بودن جمعیت معلوم نشه ومساحت میدان که ۴۲ هکتاره،میشه گفت درخوشبینانه ترین حالت حدود 10هزارنفر اومدن یعنی جمعیت یکی از کوچکترین شهرهای ایران در راهپیمایی 22 بهمن,0,0,0,https://x.com/Maseyn22/status/2022695326864318600,2026,2,2026-02-14
2022698924369436687,_ali_najjar_,2026-02-14 17:46:18.155," x.com/Azadlavasani/s
…",0,0,0,https://x.com/_ali_najjar_/status/2022698924369436687,2026,2,2026-02-14
2022687651984478445,_ali_najjar_,2026-02-14 17:01:30.609,"چیزه

بیین

یعنی میگم

هیچی ولش کن",0,0,0,https://x.com/_ali_najjar_/status/2022687651984478445,2026,2,2026-02-14
2022663560607015337,_ali_najjar_,2026-02-14 15:25:46.777,"توجه کنید که مساحت میدان Theresienwiese،(تصویر زیر) ۴۲ هکتار است در صورتیکه تنها حیاط مصلی ۶۳ هکتار مساحت دارد.
این جماعت حتی ۱/۵ این مساحت را پر نکرده‌اند.",0,0,0,https://x.com/AliakbarAbolha1/status/2022663560607015337,2026,2,2026-02-14
2022686256300507552,_ali_najjar_,2026-02-14 16:55:57.852,این دیگه خدایی بچش میشه مادر...,0,0,0,https://x.com/_ali_najjar_/status/2022686256300507552,2026,2,2026-02-14
2022685435085099508,_ali_najjar_,2026-02-14 16:52:42.059,"این جمعیت #مونیخ لامصب حتی به تعداد کشته های اعلامی خود براندازا تو دو روز نرسید

خوب برا شما بلیط بگیرن بیاید ایران که ۴۸ ساعته تموم میشید",0,0,0,https://x.com/_ali_najjar_/status/2022685435085099508,2026,2,2026-02-14
2022684289859752313,_ali_najjar_,2026-02-14 16:48:09.016,به روز های زیبا نزدیک می‌شویم,0,0,0,https://x.com/_ali_najjar_/status/2022684289859752313,2026,2,2026-02-14
