tweet_id,username,created_at,text,replies,retweets,likes,url
1733773127526842761,alaki_,2023-12-10 08:58:20.206000+00:00,"هیچ امیدی به هیچی نیست...

#این_خراب_شده",0,0,0,https://x.com/alaki_/status/1733773127526842761
2005247164499607744,alaki_,2025-12-28 11:59:14.364000+00:00,اگر و اگر سناریوی این رشد اگرسیو قیمت #دلار گرفتن نوسان از ملت بدبخت باشه، افزایش قیمت تا حدود ۱۶۰ و ریزش قیمت تا ۴۰٪ هم محتمله.,0,0,0,https://x.com/alaki_/status/2005247164499607744
2004967665635578203,alaki_,2025-12-27 17:28:36.642000+00:00,قطعا یه خبری هست که به ما نمیگن...,0,0,0,https://x.com/alaki_/status/2004967665635578203
2002472290592989493,alaki_,2025-12-20 20:12:52.870000+00:00,ظاهرا دسترسی به #اینترنت داخل ایران به شدت محدود شده! باز چه تاپاله‌ای بالا آوردید؟,0,0,0,https://x.com/alaki_/status/2002472290592989493
1995736528383832321,alaki_,2025-12-02 06:07:22.015000+00:00,تنها #خبر_خوب و مثبت چندین ماه گذشته تو این مملکت، همین خبر بارونیه که دیشب باریده...,0,0,0,https://x.com/alaki_/status/1995736528383832321
1994655420972216544,alaki_,2025-11-29 06:31:25.922000+00:00,متاسفانه مهاجم‌های #استقلال بازی با پاشون ضعیفه!,0,0,0,https://x.com/alaki_/status/1994655420972216544
1993227202171678740,alaki_,2025-11-25 07:56:12.025000+00:00,هر کاری می‌خوایید بکنید این نکته رو درنظر داشته باشید که تو شرایط کنونی جنگ برای ج.ا نعمته.,0,0,0,https://x.com/alaki_/status/1993227202171678740
1993074924068786684,alaki_,2025-11-24 21:51:06.096000+00:00,نت سفید، روی سیاه، واه و واه و واه ,0,0,0,https://x.com/alaki_/status/1993074924068786684
1992339112121323925,alaki_,2025-11-22 21:07:14.857000+00:00,#هوا یه جوریه که انگار دم اگزوز مینی‌بوس میزئی ,0,0,0,https://x.com/alaki_/status/1992339112121323925
1992338284534759835,alaki_,2025-11-22 21:03:57.545000+00:00,"لا ایسلا بونیتا دخل الجنة.
قال المدونا(س)",0,0,0,https://x.com/alaki_/status/1992338284534759835
1990514531916001536,alaki_,2025-11-17 20:17:01.037000+00:00,۹ ماهه سفر نرفتم و کدرم...,0,0,0,https://x.com/alaki_/status/1990514531916001536
1987756701064237371,alaki_,2025-11-10 05:38:22.924000+00:00,"یادش به خیر قدیم‌ها یه پولی جمع می‌کردیم تعطیلات مثلا می‌رفتیم مالدیو...
الان مال‌خر هم نمی‌تونیم بریم...",0,0,0,https://x.com/alaki_/status/1987756701064237371
1986941249719304547,alaki_,2025-11-07 23:38:04.173000+00:00,کاش چاقی دست از سرمون برمیداشت و دوستام هم پیشم بودن...,0,0,0,https://x.com/alaki_/status/1986941249719304547
1934766154922512632,alaki_,2025-06-17 00:12:52.207000+00:00,"Cannot wait to return to my birthplace, Tehran.",0,0,0,https://x.com/shervin/status/1934766154922512632
1934320451175489841,alaki_,2025-06-15 18:41:48.153000+00:00,"ما خیلی مردمان خوبی هستیم، ما تا وقتی برمیگردیم نگران خشک نشدن گل و گیاه‌های توی خونه‌مون هستیم...
حق ما این نیست...",0,0,0,https://x.com/alaki_/status/1934320451175489841
1934309407212343606,alaki_,2025-06-15 17:57:55.067000+00:00,بستن در خونه این بار حس غریبی داشت، خیلی غریبیب...,0,0,0,https://x.com/alaki_/status/1934309407212343606
1934229173981065287,alaki_,2025-06-15 12:39:05.974000+00:00,آخوند اگه ۱٪ قرار هم باشه که بمونه چجوری از چی می‌خواد دفاع کنه؟!,0,0,0,https://x.com/alaki_/status/1934229173981065287
1933950073202737305,alaki_,2025-06-14 18:10:03.163000+00:00,ج‌ا در وضعیت دودوتا چهارتا بین گوگو‌لی یا مگولیه که درنهایت انقد گوگولی تا مگولی میشه...,0,0,0,https://x.com/alaki_/status/1933950073202737305
