Name,Wikipedia_Link,wikidata_qid,wikidata_url
Healthcare in Iran,https://en.wikipedia.org/wiki/Healthcare_in_Iran,Q5690860,https://www.wikidata.org/wiki/Q5690860
Abortion in Iran,https://en.wikipedia.org/wiki/Abortion_in_Iran,Q2874488,https://www.wikidata.org/wiki/Q2874488
Iranian National Formulary,https://en.wikipedia.org/wiki/Iranian_National_Formulary,Q17050544,https://www.wikidata.org/wiki/Q17050544
Kidney trade in Iran,https://en.wikipedia.org/wiki/Kidney_trade_in_Iran,Q6404833,https://www.wikidata.org/wiki/Q6404833
Medicine shortage in Iran,https://en.wikipedia.org/wiki/Medicine_shortage_in_Iran,Q132573137,https://www.wikidata.org/wiki/Q132573137
PolyIran,https://en.wikipedia.org/wiki/PolyIran,Q16254792,https://www.wikidata.org/wiki/Q16254792
Habibollah Hedayat,https://en.wikipedia.org/wiki/Habibollah_Hedayat,Q5636828,https://www.wikidata.org/wiki/Q5636828
Afsaneh Najmabadi,https://en.wikipedia.org/wiki/Afsaneh_Najmabadi,Q4690366,https://www.wikidata.org/wiki/Q4690366
Healing Simurgh,https://en.wikipedia.org/wiki/Healing_Simurgh,Q20708004,https://www.wikidata.org/wiki/Q20708004
Medical Council of Iran,https://en.wikipedia.org/wiki/Medical_Council_of_Iran,Q5944740,https://www.wikidata.org/wiki/Q5944740
Jakob Eduard Polak,https://en.wikipedia.org/wiki/Jakob_Eduard_Polak,Q113768,https://www.wikidata.org/wiki/Q113768
Nursing in Iran,https://en.wikipedia.org/wiki/Nursing_in_Iran,Q25425768,https://www.wikidata.org/wiki/Q25425768
Behkadeh Raji,https://en.wikipedia.org/wiki/Behkadeh_Raji,Q814508,https://www.wikidata.org/wiki/Q814508
Charity Foundation for Special Diseases,https://en.wikipedia.org/wiki/Charity_Foundation_for_Special_Diseases,Q17991499,https://www.wikidata.org/wiki/Q17991499
Iranian Blood Transfusion Organization,https://en.wikipedia.org/wiki/Iranian_Blood_Transfusion_Organization,Q5961695,https://www.wikidata.org/wiki/Q5961695
Iranian Legal Medicine Organization,https://en.wikipedia.org/wiki/Iranian_Legal_Medicine_Organization,Q5773860,https://www.wikidata.org/wiki/Q5773860
Iranian Mental Health Research Network,https://en.wikipedia.org/wiki/Iranian_Mental_Health_Research_Network,Q6067299,https://www.wikidata.org/wiki/Q6067299
Iranian Red Crescent Society,https://en.wikipedia.org/wiki/Iranian_Red_Crescent_Society,Q7303956,https://www.wikidata.org/wiki/Q7303956
Mahak,https://en.wikipedia.org/wiki/Mahak,Q6732853,https://www.wikidata.org/wiki/Q6732853
Ministry of Health and Medical Education,https://en.wikipedia.org/wiki/Ministry_of_Health_and_Medical_Education,Q1091528,https://www.wikidata.org/wiki/Q1091528
Iranian National Museum of Medical Sciences History,https://en.wikipedia.org/wiki/Iranian_National_Museum_of_Medical_Sciences_History,Q3014430,https://www.wikidata.org/wiki/Q3014430
Psychology and Counseling Organization of Iran,https://en.wikipedia.org/wiki/Psychology_and_Counseling_Organization_of_Iran,Q5867049,https://www.wikidata.org/wiki/Q5867049
Razi Vaccine and Serum Research Institute,https://en.wikipedia.org/wiki/Razi_Vaccine_and_Serum_Research_Institute,Q5702717,https://www.wikidata.org/wiki/Q5702717
Red Lion and Sun Society,https://en.wikipedia.org/wiki/Red_Lion_and_Sun_Society,Q1550603,https://www.wikidata.org/wiki/Q1550603
Research Centre for Emerging and Reemerging Infectious Diseases,https://en.wikipedia.org/wiki/Research_Centre_for_Emerging_and_Reemerging_Infectious_Diseases,Q25112051,https://www.wikidata.org/wiki/Q25112051
Sport Sciences Research Institute of Iran,https://en.wikipedia.org/wiki/Sport_Sciences_Research_Institute_of_Iran,Q7579383,https://www.wikidata.org/wiki/Q7579383
Tehran Psychiatric Institute,https://en.wikipedia.org/wiki/Tehran_Psychiatric_Institute,Q7694892,https://www.wikidata.org/wiki/Q7694892
Yassi Ashki,https://en.wikipedia.org/wiki/Yassi_Ashki,Q54487040,https://www.wikidata.org/wiki/Q54487040
Mehdi Bashiri,https://en.wikipedia.org/wiki/Mehdi_Bashiri,Q107103331,https://www.wikidata.org/wiki/Q107103331
Saeed Bashirtash,https://en.wikipedia.org/wiki/Saeed_Bashirtash,Q61740476,https://www.wikidata.org/wiki/Q61740476
Behnam Shakibaie,https://en.wikipedia.org/wiki/Behnam_Shakibaie,Q113012105,https://www.wikidata.org/wiki/Q113012105
Mohammad Jafar Eghbal,https://en.wikipedia.org/wiki/Mohammad_Jafar_Eghbal,Q97526748,https://www.wikidata.org/wiki/Q97526748
Darya Safai,https://en.wikipedia.org/wiki/Darya_Safai,Q22342547,https://www.wikidata.org/wiki/Q22342547
Hossein Tabib,https://en.wikipedia.org/wiki/Hossein_Tabib,Q79348678,https://www.wikidata.org/wiki/Q79348678
Badri Teymourtash,https://en.wikipedia.org/wiki/Badri_Teymourtash,Q4841130,https://www.wikidata.org/wiki/Q4841130
Mahmoud Torabinejad,https://en.wikipedia.org/wiki/Mahmoud_Torabinejad,Q18720290,https://www.wikidata.org/wiki/Q18720290
Abdullah Khan Ahmadieh,https://en.wikipedia.org/wiki/Abdullah_Khan_Ahmadieh,Q5956426,https://www.wikidata.org/wiki/Q5956426
Moslem Bahadori,https://en.wikipedia.org/wiki/Moslem_Bahadori,Q6916357,https://www.wikidata.org/wiki/Q6916357
Bahram Eynollahi,https://en.wikipedia.org/wiki/Bahram_Eynollahi,Q108394820,https://www.wikidata.org/wiki/Q108394820
Khosrow Jamshidi,https://en.wikipedia.org/wiki/Khosrow_Jamshidi,Q6402558,https://www.wikidata.org/wiki/Q6402558
Hamidreza Khankeh,https://en.wikipedia.org/wiki/Hamidreza_Khankeh,Q80109569,https://www.wikidata.org/wiki/Q80109569
Samira Kiani,https://en.wikipedia.org/wiki/Samira_Kiani,Q61781791,https://www.wikidata.org/wiki/Q61781791
Hossein Khan Motamed,https://en.wikipedia.org/wiki/Hossein_Khan_Motamed,Q5909077,https://www.wikidata.org/wiki/Q5909077
Hossein Najmabadi,https://en.wikipedia.org/wiki/Hossein_Najmabadi,Q5909099,https://www.wikidata.org/wiki/Q5909099
Karim Nayernia,https://en.wikipedia.org/wiki/Karim_Nayernia,Q6370634,https://www.wikidata.org/wiki/Q6370634
Andranik Ovassapian,https://en.wikipedia.org/wiki/Andranik_Ovassapian,Q30566335,https://www.wikidata.org/wiki/Q30566335
Reza Razavi,https://en.wikipedia.org/wiki/Reza_Razavi,Q56422571,https://www.wikidata.org/wiki/Q56422571
Karim Vessal,https://en.wikipedia.org/wiki/Karim_Vessal,Q17071243,https://www.wikidata.org/wiki/Q17071243
Qudsiyyih Khanum Ashraf,https://en.wikipedia.org/wiki/Qudsiyyih_Khanum_Ashraf,Q100701027,https://www.wikidata.org/wiki/Q100701027
Nahid Khodakarami,https://en.wikipedia.org/wiki/Nahid_Khodakarami,Q31069423,https://www.wikidata.org/wiki/Q31069423
Masoumeh Abad,https://en.wikipedia.org/wiki/Masoumeh_Abad,Q16047644,https://www.wikidata.org/wiki/Q16047644
Ahmad Ahmadi,https://en.wikipedia.org/wiki/Ahmad_Ahmadi,Q2827433,https://www.wikidata.org/wiki/Q2827433
Shahla and Nasreen Kaabi,https://en.wikipedia.org/wiki/Shahla_and_Nasreen_Kaabi,Q18422065,https://www.wikidata.org/wiki/Q18422065
Maryam Kavyani,https://en.wikipedia.org/wiki/Maryam_Kavyani,Q5913202,https://www.wikidata.org/wiki/Q5913202
Ramin Kohankhaki,https://en.wikipedia.org/wiki/Ramin_Kohankhaki,Q109918090,https://www.wikidata.org/wiki/Q109918090
Maryam Mojtahedzadeh,https://en.wikipedia.org/wiki/Maryam_Mojtahedzadeh,Q16046469,https://www.wikidata.org/wiki/Q16046469
Attar of Nishapur,https://en.wikipedia.org/wiki/Attar_of_Nishapur,Q194091,https://www.wikidata.org/wiki/Q194091
Fakhreddin Jamali,https://en.wikipedia.org/wiki/Fakhreddin_Jamali,Q56065570,https://www.wikidata.org/wiki/Q56065570
Saeed Namaki,https://en.wikipedia.org/wiki/Saeed_Namaki,Q61065168,https://www.wikidata.org/wiki/Q61065168
Prosecution of Hamid Ghareh-Hassanlou,https://en.wikipedia.org/wiki/Prosecution_of_Hamid_Ghareh-Hassanlou,Q116158635,https://www.wikidata.org/wiki/Q116158635
Golchin Gilani,https://en.wikipedia.org/wiki/Golchin_Gilani,Q5956165,https://www.wikidata.org/wiki/Q5956165
Hakim Ghulam Imam,https://en.wikipedia.org/wiki/Hakim_Ghulam_Imam,Q5640470,https://www.wikidata.org/wiki/Q5640470
