tweet_id,username,created_at,text,replies,retweets,likes,url,year,month,date,Text_original,Text_en
1930248888226554094,abba3pakbin,2025-06-04 16:02:51.900,"Pioneers…!

If you're currently without friends on your profile, now is the perfect time to engage with the community.

Drop your #Profiles username in the comment section 

Increase your influence with over 100 million people globally.

Abba3pakbin",0,0,0,https://x.com/Abba3pakbin/status/1930248888226554094,2025,6,2025-06-04,"Pioneers…!

If you're currently without friends on your profile, now is the perfect time to engage with the community.

Drop your #Profiles username in the comment section 

Increase your influence with over 100 million people globally.

Abba3pakbin","Pioneers…!

If you're currently without friends on your profile, now is the perfect time to engage with the community.

Drop your #Profiles username in the comment section 

Increase your influence with over 100 million people globally.

Abba3pakbin"
2019167509388071398,abba3pakbin,2026-02-04 23:53:43.213,حکومت های قوی با مردمشان مذاکره می کنند و حکومتهای ضعیف با دشمن..,0,0,0,https://x.com/Abba3pakbin/status/2019167509388071398,2026,2,2026-02-04,حکومت های قوی با مردمشان مذاکره می کنند و حکومتهای ضعیف با دشمن..,Strong governments negotiate with their people and weak governments negotiate with the enemy.
2015437480527634569,abba3pakbin,2026-01-25 16:51:55.032,"باشعرهایم یک شبی تفسیر می گردم
درکوچه ام باردگرتکثیرمی گردم
دریک جهانی،یک زمانی، بازجایی
این آرزوهایم ولی تعبیرمی گردد..
#عباس_پاک_بین
#شعر",0,0,0,https://x.com/Abba3pakbin/status/2015437480527634569,2026,1,2026-01-25,"باشعرهایم یک شبی تفسیر می گردم
درکوچه ام باردگرتکثیرمی گردم
دریک جهانی،یک زمانی، بازجایی
این آرزوهایم ولی تعبیرمی گردد..
#عباس_پاک_بین
#شعر","I interpret one night with my poems
I multiply in my alley
In one world, one time, relocation
These are my wishes, but they will be interpreted..
#Abbas_Pak_Bin
#Poetry"
1998846998934413590,abba3pakbin,2025-12-10 22:07:15.984,"دلم برایت تنگ شده، کاش هزاران بار به دنیا می آمدم و هزاران بارتو مادرم بودی،کاش سن کودکی هزار سال بودوهزارسال دست دردست توبه مدرسه می رفتم،ای کاش وقتی به دنیا آمدم جهان می ایستادومن هزاران سال درآغوش توآرام می گرفتم،تونیستی وهرروزدلم برایت تنگ می شودتو فکرکن هزاران بار
#روز_مادر",0,0,0,https://x.com/Abba3pakbin/status/1998846998934413590,2025,12,2025-12-10,"دلم برایت تنگ شده، کاش هزاران بار به دنیا می آمدم و هزاران بارتو مادرم بودی،کاش سن کودکی هزار سال بودوهزارسال دست دردست توبه مدرسه می رفتم،ای کاش وقتی به دنیا آمدم جهان می ایستادومن هزاران سال درآغوش توآرام می گرفتم،تونیستی وهرروزدلم برایت تنگ می شودتو فکرکن هزاران بار
#روز_مادر","I miss you, I wish I was born a thousand times and you were my mother a thousand times, I wish my childhood was a thousand years and I went to school for a thousand years hand in hand with repentance, I wish the world stopped when I was born and I rested in your arms for thousands of years, you are my friend and I miss you every day, think of you thousands of times
#mother_day"
1991043594883395600,abba3pakbin,2025-11-19 09:19:19.478,مأیوس مباش زیرا ممکن است آخرین کلیدی که در جیب داری قفل را بگشاید..,0,0,0,https://x.com/Abba3pakbin/status/1991043594883395600,2025,11,2025-11-19,مأیوس مباش زیرا ممکن است آخرین کلیدی که در جیب داری قفل را بگشاید..,Do not despair because the last key in your pocket may open the lock.
1981496944238252381,abba3pakbin,2025-10-24 02:04:20.596,"پدرم تنها بود
یادم آید که شبی پشت آن پنجره روبه خدا
به افق زل زده بود
مادرم را به اکراه فراخواندوبه وی
لرزش دستانش دادنشان
مادرم فریادزد
وای ازبی کسی ودربدری
مادرم نیز خودش تنهابود
ولی هرگزبه کسی فاش نگفت
که منم تنهایم..
تازه من دربدر کوچه وپس کوچه این تنهایی",0,0,0,https://x.com/Abba3pakbin/status/1981496944238252381,2025,10,2025-10-24,"پدرم تنها بود
یادم آید که شبی پشت آن پنجره روبه خدا
به افق زل زده بود
مادرم را به اکراه فراخواندوبه وی
لرزش دستانش دادنشان
مادرم فریادزد
وای ازبی کسی ودربدری
مادرم نیز خودش تنهابود
ولی هرگزبه کسی فاش نگفت
که منم تنهایم..
تازه من دربدر کوچه وپس کوچه این تنهایی","My father was alone
I remember one night behind that window facing God
He was staring at the horizon
He reluctantly called my mother to him
Shaking his hands
My mother shouted
Alas, no one is in need
My mother was also alone
But he never told anyone
that I am alone..
I'm lonely in the alleys and back alleys"
1981496946612203840,abba3pakbin,2025-10-24 02:04:21.162,"همین امروز به بن بست رسیدم
دیدم آخرپدرم تنها بود
مادرم تنها شد
خود من تنهاتر..
شعر تنهایی ما فصل به فصل می گذرد.
#عباس پاک بین
#شعر
#پدر",0,0,0,https://x.com/Abba3pakbin/status/1981496946612203840,2025,10,2025-10-24,"همین امروز به بن بست رسیدم
دیدم آخرپدرم تنها بود
مادرم تنها شد
خود من تنهاتر..
شعر تنهایی ما فصل به فصل می گذرد.
#عباس پاک بین
#شعر
#پدر","Today I reached a dead end
I saw that my last father was alone
My mother was alone
I am more alone..
Our lonely poem goes from season to season.
#Abbas Pak Bin
#Poetry
#Father"
1937881317384900871,abba3pakbin,2025-06-25 17:31:24.815,"به یاد جوانانی که با سختی بزرگ شدندو با هزاران آرزو برای آینده، ولی جانشان رابرای سربازی و امنیت ایران عزیزمان ازدست دادند. روایتگر سربازان شهیدمان باشیم.یادشان گرامی نامشان جاودان..
#جنگ
#سرباز",0,0,0,https://x.com/Abba3pakbin/status/1937881317384900871,2025,6,2025-06-25,"به یاد جوانانی که با سختی بزرگ شدندو با هزاران آرزو برای آینده، ولی جانشان رابرای سربازی و امنیت ایران عزیزمان ازدست دادند. روایتگر سربازان شهیدمان باشیم.یادشان گرامی نامشان جاودان..
#جنگ
#سرباز","In memory of the young people who grew up with difficulty and with thousands of dreams for the future, but lost their lives for the military and security of our beloved Iran. Let us be the narrators of our martyred soldiers. Their memory is cherished and their name is eternal..
#War
#Soldier"
1932857952416800896,abba3pakbin,2025-06-11 20:50:21.277,"Abba3pakbin
Rpg413",0,0,0,https://x.com/Abba3pakbin/status/1932857952416800896,2025,6,2025-06-11,"Abba3pakbin
Rpg413","Abba3pakbin
Rpg413"
1931274464760664077,abba3pakbin,2025-06-07 11:58:08.400,"#Pi—We are all echoes of the same cosmic heartbeat, resonating through the void. In unity, we find divinity! ",0,0,0,https://x.com/DucThu82/status/1931274464760664077,2025,6,2025-06-07,"#Pi—We are all echoes of the same cosmic heartbeat, resonating through the void. In unity, we find divinity! ","#Pi—We are all echoes of the same cosmic heartbeat, resonating through the void. In unity, we find divinity!"
1930522711383499021,abba3pakbin,2025-06-05 10:10:56.428,"Pioneers…!

If you're currently without friends on your profile, now is the perfect time to engage with the community.

Drop your #Profiles username in the comment section 

Increase your influence with over 100 million people globally.

Abba3pakbin
#pi
#PiNetwork
#Crypto",0,0,0,https://x.com/Abba3pakbin/status/1930522711383499021,2025,6,2025-06-05,"Pioneers…!

If you're currently without friends on your profile, now is the perfect time to engage with the community.

Drop your #Profiles username in the comment section 

Increase your influence with over 100 million people globally.

Abba3pakbin
#pi
#PiNetwork
#Crypto","Pioneers…!

If you're currently without friends on your profile, now is the perfect time to engage with the community.

Drop your #Profiles username in the comment section 

Increase your influence with over 100 million people globally.

Abba3pakbin
#pi
#PiNetwork
#Crypto"
1930249135854104657,abba3pakbin,2025-06-04 16:03:50.939,"Abba3pakbin
Follow back in 24 hours",0,0,0,https://x.com/Abba3pakbin/status/1930249135854104657,2025,6,2025-06-04,"Abba3pakbin
Follow back in 24 hours","Abba3pakbin
Follow back in 24 hours"
