tweet_id,username,created_at,text,replies,retweets,likes,url,year,month,date,Text_original,Text_en
2022519903907913863,afshinagin62,2026-02-14 05:54:56.351,"نقد توطئه ٱیات شیطانی
انتشارات اطلاعات، چاپ اول ۱۳۶۸
 انتشارات امید ایرانیان چاپ ۲۸
توزیع: ققنوس
نسخه مجازی: طاقچه و  فیدیبو",0,0,0,https://x.com/MohajeraniSayed/status/2022519903907913863,2026,2,2026-02-14,"نقد توطئه ٱیات شیطانی
انتشارات اطلاعات، چاپ اول ۱۳۶۸
 انتشارات امید ایرانیان چاپ ۲۸
توزیع: ققنوس
نسخه مجازی: طاقچه و  فیدیبو","Criticism of Satanic Verses conspiracy
Information Publications, first edition 1368
 Omid Iranian Publishing House, 28th edition
Distribution: Phoenix
Virtual version: Taqcheh and Fidibo"
1951455836762771870,afshinagin62,2025-08-02 04:31:42.437,کودکان فلسطینی,0,0,0,https://x.com/MohajeraniSayed/status/1951455836762771870,2025,8,2025-08-02,کودکان فلسطینی,Palestinian children
2022742786903245090,afshinagin62,2026-02-14 20:40:35.798,"هرکسی که لحظه ای در پای این سفره نشست
از کنارش بی گمان با دست خالی برنگشت

« السلام علیک یا اُمُّ البنین »

#شنبه_های_ام_البنینی",0,0,0,https://x.com/nafasjan903269/status/2022742786903245090,2026,2,2026-02-14,"هرکسی که لحظه ای در پای این سفره نشست
از کنارش بی گمان با دست خالی برنگشت

« السلام علیک یا اُمُّ البنین »

#شنبه_های_ام_البنینی","Anyone who sits at the foot of this table for a moment
He did not return empty-handed from his side

""Peace be upon you or Umm al-Binin""

#Sunday _ of _ Am_ Al-Binini"
2022693217851052041,afshinagin62,2026-02-14 17:23:37.615,و باز هم ساندیس بر نون و پنیر پیروز شد ...,0,0,0,https://x.com/talaye73877/status/2022693217851052041,2026,2,2026-02-14,و باز هم ساندیس بر نون و پنیر پیروز شد ...,"And again, sandwiches won over bread and cheese..."
2022404072364789989,afshinagin62,2026-02-13 22:14:39.959,"از هوش مصنوعی خواستم یه تصویر بهم بده که دشمنان خارجی و داخلی در حال زخم زدن به کشور ایرانند،و مردم ، ایران رو نگه داشته اند که سقوط نکنه...
 اسمی از رهبر نبردم ،این تصویر رو بهم داد.
سلامتی حضرت آقا و نابودی دشمنان ایران (صلوات)
#فالوبک_تضمینی#فتح_بزرگ",0,0,0,https://x.com/FatmhM47117/status/2022404072364789989,2026,2,2026-02-13,"از هوش مصنوعی خواستم یه تصویر بهم بده که دشمنان خارجی و داخلی در حال زخم زدن به کشور ایرانند،و مردم ، ایران رو نگه داشته اند که سقوط نکنه...
 اسمی از رهبر نبردم ،این تصویر رو بهم داد.
سلامتی حضرت آقا و نابودی دشمنان ایران (صلوات)
#فالوبک_تضمینی#فتح_بزرگ","I asked artificial intelligence to give me a picture that foreign and domestic enemies are wounding the country of Iran, and the people have kept Iran from falling...
 I did not know the name of the leader, he gave me this picture.
The health of Hazrat Agha and the destruction of the enemies of Iran (Salaat)
#Falubek_Tazmini#Fath_Bourg"
2022400442244960515,afshinagin62,2026-02-13 22:00:14.471,"اینم آهنگ نوستالژیک ما لرهای غیور با ورژن جدید 
هر کی ترجمه خواست بگه........",0,0,0,https://x.com/hajnader313/status/2022400442244960515,2026,2,2026-02-13,"اینم آهنگ نوستالژیک ما لرهای غیور با ورژن جدید 
هر کی ترجمه خواست بگه........","This is the nostalgic song of Ma Lorhai Ghayor with a new version 
Anyone who wants a translation, tell me..."
1994103531079426304,afshinagin62,2025-11-27 19:58:25.118,رژیم صهیونی ۲۰ سال برای این #جنگ۱۲روزه برنامه‌ریزی و آماده‌سازی کرده بود. اما دست خالی برگشت و قضیه به‌عکس شد. حتی کسانی که با نظام زاویه هم داشتند در کنار نظام قرار گرفتند.,0,0,0,https://x.com/Khamenei_fa/status/1994103531079426304,2025,11,2025-11-27,رژیم صهیونی ۲۰ سال برای این #جنگ۱۲روزه برنامه‌ریزی و آماده‌سازی کرده بود. اما دست خالی برگشت و قضیه به‌عکس شد. حتی کسانی که با نظام زاویه هم داشتند در کنار نظام قرار گرفتند.,The Zionist regime had planned and prepared for this 12-day #war for 20 years. But he came back empty-handed and the situation was reversed. Even those who had an angle with the system were sided with the system.
2022349111450841095,afshinagin62,2026-02-13 18:36:16.256,"حائز اهمیت : قبلا در باره انحراف دوستان دلسوزمان در توسل به ادبیات وارادتی مبارزه اقتصادی خبر داده بودم اینک خطر تغییر در ادبیات مبارزات سیاسی با شیطان بزرگ را یادآوری می کنم؛ این هم خطری جدی است مبادا رسانه ملّی از پروپاگاندای انقلابیون سطحی فریب بخورد!
به جریان اصیل مکتبی و",0,0,0,https://x.com/MojtabaZarei50/status/2022349111450841095,2026,2,2026-02-13,"حائز اهمیت : قبلا در باره انحراف دوستان دلسوزمان در توسل به ادبیات وارادتی مبارزه اقتصادی خبر داده بودم اینک خطر تغییر در ادبیات مبارزات سیاسی با شیطان بزرگ را یادآوری می کنم؛ این هم خطری جدی است مبادا رسانه ملّی از پروپاگاندای انقلابیون سطحی فریب بخورد!
به جریان اصیل مکتبی و","Important: I had previously informed about the deviation of our compassionate friends in resorting to the literature of economic struggle, now I remind you of the danger of changing the literature of political struggle with the great devil; This is also a serious danger, lest the national media be deceived by the propaganda of superficial revolutionaries!
to the original school flow and"
2021951782508016091,afshinagin62,2026-02-12 16:17:25.654,"إيرانُ ثابتةٌ على مواقفِها، لا تُخضعُها الضغوطُ ولا تُمرَّرُ عليها مشاريعُ النفوذ.
الاستقلالُ خطٌّ أحمر، والسيادةُ ليست محلَّ تفاوض ",0,0,0,https://x.com/nora25777/status/2021951782508016091,2026,2,2026-02-12,"إيرانُ ثابتةٌ على مواقفِها، لا تُخضعُها الضغوطُ ولا تُمرَّرُ عليها مشاريعُ النفوذ.
الاستقلالُ خطٌّ أحمر، والسيادةُ ليست محلَّ تفاوض ","Iran is steadfast in its positions, is not subjected to pressure, and is not subject to influence projects.
Independence is a red line, and sovereignty is not subject to negotiation"
2021918344652472394,afshinagin62,2026-02-12 14:04:33.448,"بين الزلم عالي مقامك 
 الكبير الخامنئي ادامك الله",0,0,0,https://x.com/TahaMhmd61947/status/2021918344652472394,2026,2,2026-02-12,"بين الزلم عالي مقامك 
 الكبير الخامنئي ادامك الله","Among the poor, your position is high 
 The Great Khamenei, may God bless you"
