tweet_id,username,created_at,text,replies,retweets,likes,url,Text_original,Text_en
2008789887462633812,abb_abdi,2026-01-07 06:36:45.339000+00:00,"عباس عبدی: مهم‌ترين تفاوت اين اعتراضات با موارد قبلی، پيش‌بينی‌پذيری آن است

واقعيت اين است كه حكومت بايد تصميم سرنوشت‌سازی بگيرد. اينكه آيا می‌خواهد ديگران را به رسميت بشناسد يا خير؟

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/2008789887462633812,"عباس عبدی: مهم‌ترين تفاوت اين اعتراضات با موارد قبلی، پيش‌بينی‌پذيری آن است

واقعيت اين است كه حكومت بايد تصميم سرنوشت‌سازی بگيرد. اينكه آيا می‌خواهد ديگران را به رسميت بشناسد يا خير؟

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi: The most important difference between these protests and the previous ones is their predictability

The reality is that the government must make a fateful decision. Does he want to recognize others officially or not?

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
2007705305233404129,abb_abdi,2026-01-04 06:47:00.785000+00:00,"عباس عبدی در «اشتباه مهلک» نوشت: ممانعت از رشد نهادهای واسط پيامدهای مختلفی برای حكومت و جامعه خواهد داشت

از جمله و حال حاضر كه حتی اگر بخواهند با معترضان گفت‌وگو كنند، طرف شناخته شده‌ای برای گفت‌وگو ندارند.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/2007705305233404129,"عباس عبدی در «اشتباه مهلک» نوشت: ممانعت از رشد نهادهای واسط پيامدهای مختلفی برای حكومت و جامعه خواهد داشت

از جمله و حال حاضر كه حتی اگر بخواهند با معترضان گفت‌وگو كنند، طرف شناخته شده‌ای برای گفت‌وگو ندارند.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote in ""Fatal Mistake"": preventing the growth of intermediate institutions will have various consequences for the government and society.

Including now that even if they want to talk to the protesters, they don't have a known party to talk to.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
2007132861824946484,abb_abdi,2026-01-02 16:52:19.641000+00:00,"عدم شفافيت و خبرهای جعلی است كه اعتماد عمومی را زايل می‌كند

واکنش عباس عبدی به کشف تونل زیر بازار تهران، ترور نظامی سابق افغانستان و نصب مجسمه ۸ متری رئیسی در اردبیل را در یادداشتی با عنوان «اعتماد و شفافیت خبری» بخوانید
etemadnewspaper.ir/fa/main/detail
…ا",0,0,0,https://x.com/EtemadDaily/status/2007132861824946484,"عدم شفافيت و خبرهای جعلی است كه اعتماد عمومی را زايل می‌كند

واکنش عباس عبدی به کشف تونل زیر بازار تهران، ترور نظامی سابق افغانستان و نصب مجسمه ۸ متری رئیسی در اردبیل را در یادداشتی با عنوان «اعتماد و شفافیت خبری» بخوانید
etemadnewspaper.ir/fa/main/detail
…ا","It is the lack of transparency and fake news that destroys public trust

Read Abbas Abdi's reaction to the discovery of the tunnel under Tehran's bazaar, the assassination of the former Afghan military and the installation of the 8-meter Raisi statue in Ardabil in a note entitled ""Trust and transparency of news"".
etemadnewspaper.ir/fa/main/detail
...A"
2006736177441952181,abb_abdi,2026-01-01 14:36:02.714000+00:00,"عباس عبدی پیرامون «بودجه نهادهای مذهبی» نوشت: بودجه‌ای كه قرار بود قاتق تبليغ دين شود، قاتل جان آن شد، و مخالفت با اين بودجه‌ها بازتابی است از واقعيت‌های جامعه

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/2006736177441952181,"عباس عبدی پیرامون «بودجه نهادهای مذهبی» نوشت: بودجه‌ای كه قرار بود قاتق تبليغ دين شود، قاتل جان آن شد، و مخالفت با اين بودجه‌ها بازتابی است از واقعيت‌های جامعه

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote about the ""budget of religious institutions"": the budget that was supposed to kill the propagation of religion, became the killer of its life, and the opposition to these budgets is a reflection of the realities of society.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
2004870269056548969,abb_abdi,2025-12-27 11:01:35.488000+00:00,"عباس عبدی در واکنش به صدور حكم جلب سيار «ح.خ» پدر طب سنتی ايران نوشت: مساله اصلی شخص ح.خ و امثال او نيستند، بلكه ساختاری است كه اينها را برمی‌كشد و انواع و اقسام رانت‌ها را در اختيار آنان می‌گذارد و در نهايت كار به اينجا می‌كشد

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/2004870269056548969,"عباس عبدی در واکنش به صدور حكم جلب سيار «ح.خ» پدر طب سنتی ايران نوشت: مساله اصلی شخص ح.خ و امثال او نيستند، بلكه ساختاری است كه اينها را برمی‌كشد و انواع و اقسام رانت‌ها را در اختيار آنان می‌گذارد و در نهايت كار به اينجا می‌كشد

در لینک زیر بخوانید","Abbas Abdi, in response to the issuing of the arrest warrant for ""H.Kh"" the father of traditional Iranian medicine, wrote: The main problem is not the person of H.Kh and his ilk, but the structure that pulls them away and gives them all kinds of rents, and in the end, it ends up here.

Read in the link below"
2003871015911543069,abb_abdi,2025-12-24 16:50:54.973000+00:00,"عباس عبدی یادداشتی با عنوان «خودفريبی سیاسی» توضیح داد: چرا سیاستمداران خودفریبی می‌کنند؟

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/2003871015911543069,"عباس عبدی یادداشتی با عنوان «خودفريبی سیاسی» توضیح داد: چرا سیاستمداران خودفریبی می‌کنند؟

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi explained a note titled ""Political self-deception"": Why do politicians self-deceive?

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
2002991044926009442,abb_abdi,2025-12-22 06:34:13.541000+00:00,"عباس عبدی نوشت: در سياستگذاری كوتاه‌ترين راه، معمولا بدترين و خطرناک‌ترين راه است

قيمت‌گذاری ساده‌ترين و البته بدترين كار است كه فقط با یک دستور اداري قابل انجام است. ولی بهتر است به فكر آينده كشور هم باشيم.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/2002991044926009442,"عباس عبدی نوشت: در سياستگذاری كوتاه‌ترين راه، معمولا بدترين و خطرناک‌ترين راه است

قيمت‌گذاری ساده‌ترين و البته بدترين كار است كه فقط با یک دستور اداري قابل انجام است. ولی بهتر است به فكر آينده كشور هم باشيم.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote: In politics, the shortest way is usually the worst and most dangerous way

Pricing is the easiest and of course the worst thing that can be done only with an administrative order. But it is better to think about the future of the country.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
2002270195272888756,abb_abdi,2025-12-20 06:49:49.591000+00:00,"اعتراض عباس عبدی به قیمت‌گذاری دستوری در حوزه بهداشت و درمان؛ این قیمت‌‌گذاری بدتر از قیمت‌گذاری در بنزین و گازوئیل است

«سلامت در ‌آی.سی.يو» را در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/2002270195272888756,"اعتراض عباس عبدی به قیمت‌گذاری دستوری در حوزه بهداشت و درمان؛ این قیمت‌‌گذاری بدتر از قیمت‌گذاری در بنزین و گازوئیل است

«سلامت در ‌آی.سی.يو» را در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi's objection to mandated pricing in the field of healthcare; This pricing is worse than the pricing in gasoline and diesel

Read ""Health in ICU"" in the link below
etemadnewspaper.ir/fa/main/detail
…"
2001315035113537692,abb_abdi,2025-12-17 15:34:21.663000+00:00,"عباس عبدی نوشت: تا هنگامی كه اين ساختار، دوستان تندرويی ازجمله برخی از نمايندگان ۳درصدی و حاميان آنان را دارد، بی‌نياز از دشمن است

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/2001315035113537692,"عباس عبدی نوشت: تا هنگامی كه اين ساختار، دوستان تندرويی ازجمله برخی از نمايندگان ۳درصدی و حاميان آنان را دارد، بی‌نياز از دشمن است

در لینک زیر بخوانید","Abbas Abdi wrote: As long as this structure has extremist friends, including some 3% representatives and their supporters, it does not need an enemy.

Read in the link below"
2000466568980107377,abb_abdi,2025-12-15 07:22:51.573000+00:00,"عباس عبدی نوشت: برای توصيف وضعيت ساختار ايران هيچ چيز بهتر از اين نيست كه بگوييم بنزين و گازوييل تقريبا رايگان عرضه می‌شوند/دولت اين حاتم‌بخشی را از جيب ملت می‌كند

بايد دست از سر قيمت‌ها برداشت، فقط كافی است نقدينگی را مهار كرد

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/2000466568980107377,"عباس عبدی نوشت: برای توصيف وضعيت ساختار ايران هيچ چيز بهتر از اين نيست كه بگوييم بنزين و گازوييل تقريبا رايگان عرضه می‌شوند/دولت اين حاتم‌بخشی را از جيب ملت می‌كند

بايد دست از سر قيمت‌ها برداشت، فقط كافی است نقدينگی را مهار كرد

در لینک زیر بخوانید","Abbas Abdi wrote: There is nothing better to describe the state of Iran's structure than to say that gasoline and diesel are supplied almost free of charge.

It is necessary to stop the prices, it is enough to control the liquidity

Read in the link below"
1999783531585876311,abb_abdi,2025-12-13 10:08:42.768000+00:00,"در پی اعلام سازمان ثبت احوال مبنی بر اینکه نام مبارک فاطمه زهرا (س)، بيشترين نامگذاری دختران در كشور را به خود اختصاص داده، عباس عبدی پرسشی مطرح کرد؛ در طول دهه يا دو دهه گذشته روند تحول نام‌گذاری چگونه بوده است؟

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/1999783531585876311,"در پی اعلام سازمان ثبت احوال مبنی بر اینکه نام مبارک فاطمه زهرا (س)، بيشترين نامگذاری دختران در كشور را به خود اختصاص داده، عباس عبدی پرسشی مطرح کرد؛ در طول دهه يا دو دهه گذشته روند تحول نام‌گذاری چگونه بوده است؟

در لینک زیر بخوانید","Following the announcement of the Civil Registration Organization that the blessed name of Fatima Zahra (PBUH) has the highest number of names for girls in the country, Abbas Abdi raised a question; How has the naming process evolved over the past decade or two?

Read in the link below"
1998777331205185913,abb_abdi,2025-12-10 15:30:25.903000+00:00,"عباس عبدی نوشت: پرونده مكارم فقط چشم و گوش متخلفان را باز می‌كند تا ديگر مرتكب اشتباه محاسباتی نشوند و در دادن پيشنهاد رشوه بی‌گدار به آب نزنند تا هيچ‌گاه لو نروند

«ابهامات یک حكم» را در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1998777331205185913,"عباس عبدی نوشت: پرونده مكارم فقط چشم و گوش متخلفان را باز می‌كند تا ديگر مرتكب اشتباه محاسباتی نشوند و در دادن پيشنهاد رشوه بی‌گدار به آب نزنند تا هيچ‌گاه لو نروند

«ابهامات یک حكم» را در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote: Makarem's case will only open the eyes and ears of the offenders so that they will not make any more mistakes in calculations and will not be reckless in offering bribes so that they will never be exposed.

Read the ""ambiguities of a verdict"" in the link below
etemadnewspaper.ir/fa/main/detail
…"
1998652761647284392,abb_abdi,2025-12-10 07:15:26.206000+00:00,"پیش‌بینی عباس عبدی: اگر روند عوض نشود، حكومت به راحتی وارد سال ۱۴۰۵ نمی‌شود

فكر می‌كنم پيش از اين سال اتفاقاتی خارج از اراده سيستم رخ می‌دهد.

در هيچ یک از نظام‌های مالی، پولی، اجتماعی، بين‌المللی و رسانه‌ای كشور چشم‌انداز مثبتی ديده نمی‌شود.
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1998652761647284392,"پیش‌بینی عباس عبدی: اگر روند عوض نشود، حكومت به راحتی وارد سال ۱۴۰۵ نمی‌شود

فكر می‌كنم پيش از اين سال اتفاقاتی خارج از اراده سيستم رخ می‌دهد.

در هيچ یک از نظام‌های مالی، پولی، اجتماعی، بين‌المللی و رسانه‌ای كشور چشم‌انداز مثبتی ديده نمی‌شود.
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi's prediction: If the trend does not change, the government will not easily enter the year 1405

I think that before this year, something will happen outside of the will of the system.

There is no positive outlook in any of the country's financial, monetary, social, international and media systems.
etemadnewspaper.ir/fa/main/detail
…"
1997212188465922485,abb_abdi,2025-12-06 07:51:06.795000+00:00,"تعریف عباس عبدی از مخالفان هویتی حاکمیت؛ آنان سیاست‌ورزی را به مبارزه ستیزه‌جویانه تقلیل می‌دهند

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/1997212188465922485,"تعریف عباس عبدی از مخالفان هویتی حاکمیت؛ آنان سیاست‌ورزی را به مبارزه ستیزه‌جویانه تقلیل می‌دهند

در لینک زیر بخوانید","Abbas Abdi's definition of identity opponents of sovereignty; They reduce politics to militant struggle

Read in the link below"
1996102608180682808,abb_abdi,2025-12-03 06:22:02.240000+00:00,"عباس عبدی در توضیح معانی ضمنی جملات تند دو نماينده مجلس علیه حسن روحانی نوشت: معنای ضمنی این ادعاها؛ در ساختاری زندگی می‌كنيم كه فردی می‌تواند مظنون به قتل فرزندش باشد، در عين حال برای سال‌های طولانی در بالاترين سطوح مديريتی، بوده

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/1996102608180682808,"عباس عبدی در توضیح معانی ضمنی جملات تند دو نماينده مجلس علیه حسن روحانی نوشت: معنای ضمنی این ادعاها؛ در ساختاری زندگی می‌كنيم كه فردی می‌تواند مظنون به قتل فرزندش باشد، در عين حال برای سال‌های طولانی در بالاترين سطوح مديريتی، بوده

در لینک زیر بخوانید","Abbas Abdi, in explaining the implied meanings of the sharp statements of two parliamentarians against Hassan Rouhani, wrote: the implied meaning of these claims; We live in a structure where a person can be suspected of murdering his child, while at the same time being in the highest management levels for many years.

Read in the link below"
1995494822963191841,abb_abdi,2025-12-01 14:06:54.952000+00:00,"عباس عبدی در یادداشتی با عنوان تورم و تعلیق نوشت: مهم‌ترين مساله كنونی ما نداشتن چشم‌انداز يا در وضعيت تعليق قرار داشتن است

حتی ساختار رسمی نيز چشم‌انداز ندارد و اين بدتر از هر چيز است.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1995494822963191841,"عباس عبدی در یادداشتی با عنوان تورم و تعلیق نوشت: مهم‌ترين مساله كنونی ما نداشتن چشم‌انداز يا در وضعيت تعليق قرار داشتن است

حتی ساختار رسمی نيز چشم‌انداز ندارد و اين بدتر از هر چيز است.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","In a note titled inflation and suspension, Abbas Abdi wrote: Our most important current problem is not having a perspective or being in a state of suspension.

Even the official structure has no vision and this is worse than anything.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
1994659136248664538,abb_abdi,2025-11-29 06:46:11.713000+00:00,"عباس عبدی با اشاره به ماجرای خطوط سفید نوشت: ‌بهتر است از شفافيت دفاع شود

اميدواريم همه‌چيز شفاف شود تا سره از ناسره بازشناسی شود.

بايد دانست كه راه زيادی تا رسيدن به شفافيت آخرالزمانی نمانده است.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1994659136248664538,"عباس عبدی با اشاره به ماجرای خطوط سفید نوشت: ‌بهتر است از شفافيت دفاع شود

اميدواريم همه‌چيز شفاف شود تا سره از ناسره بازشناسی شود.

بايد دانست كه راه زيادی تا رسيدن به شفافيت آخرالزمانی نمانده است.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Referring to the incident of white lines, Abbas Abdi wrote: It is better to defend transparency

We hope that everything will become clear so that Sir can be recognized by Nasera.

It should be known that there is not a long way to reach apocalyptic clarity.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
1993575172113420585,abb_abdi,2025-11-26 06:58:54.524000+00:00,"روایت عباس عبدی از یک فایل صوتی كه از یک نامه طبقه‌بندی شده از سوی وزير اطلاعات به مقام رهبری خبر می‌دهد

نكته مهم اين نوار اين است كه، بی‌رو دربايستی دور كار فرهنگی را خط كشيده‌اند و علم برخورد و جنگ داخلی را برداشته‌اند.

در لینک زیر بخوانید",0,0,0,https://x.com/EtemadDaily/status/1993575172113420585,"روایت عباس عبدی از یک فایل صوتی كه از یک نامه طبقه‌بندی شده از سوی وزير اطلاعات به مقام رهبری خبر می‌دهد

نكته مهم اين نوار اين است كه، بی‌رو دربايستی دور كار فرهنگی را خط كشيده‌اند و علم برخورد و جنگ داخلی را برداشته‌اند.

در لینک زیر بخوانید","Abbas Abdi's narration of an audio file that reports on a classified letter from the Minister of Information to the leadership

The important point of this tape is that they have drawn a line around the cultural work and removed the science of conflict and civil war.

Read in the link below"
1993221669033226476,abb_abdi,2025-11-25 07:34:12.822000+00:00,عباس عبدی نوشت: به نظر می‌رسد برخی نيروها علاقه دارند كه بازی كنونی سياست خارجی را وجودی تعريف كنند، لذا شكست را به منزله پايان بازی می‌دانند، در نتيجه تعاريف از نتيجه بازی را تغيير داده و می‌خواهند بازی را تا حصول نتيجه نهايی و زدن سوت پايان، ادامه دهند,0,0,0,https://x.com/EtemadDaily/status/1993221669033226476,عباس عبدی نوشت: به نظر می‌رسد برخی نيروها علاقه دارند كه بازی كنونی سياست خارجی را وجودی تعريف كنند، لذا شكست را به منزله پايان بازی می‌دانند، در نتيجه تعاريف از نتيجه بازی را تغيير داده و می‌خواهند بازی را تا حصول نتيجه نهايی و زدن سوت پايان، ادامه دهند,"Abbas Abdi wrote: It seems that some forces are interested in defining the current game of foreign policy as existential, so they consider defeat as the end of the game, as a result, they change the definition of the result of the game and want to continue the game until the final result is reached and the final whistle is blown."
1992476623921422783,abb_abdi,2025-11-23 06:13:40.225000+00:00,"وضعيت كنونی عرضه و مصرف انرژی بقای ايران را تهديد می‌كند و بايد برای بقای ايران و خروج از اين گرداب هائل جهل، پشت طرحی كه یک بار برای هميشه انرژی را به مردم منتقل و از شر قيمت‌گذاری خلاص كند، متحد شويم

یادداشت تحلیلی عباس عبدی، فیاض زاهد و محمد مهاجری
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1992476623921422783,"وضعيت كنونی عرضه و مصرف انرژی بقای ايران را تهديد می‌كند و بايد برای بقای ايران و خروج از اين گرداب هائل جهل، پشت طرحی كه یک بار برای هميشه انرژی را به مردم منتقل و از شر قيمت‌گذاری خلاص كند، متحد شويم

یادداشت تحلیلی عباس عبدی، فیاض زاهد و محمد مهاجری
etemadnewspaper.ir/fa/main/detail
…","The current situation of energy supply and consumption threatens the survival of Iran, and we must unite behind a plan that will once and for all transfer energy to the people and get rid of pricing.

Analytical note by Abbas Abdi, Fayaz Zahid and Mohammad Mohajeri
etemadnewspaper.ir/fa/main/detail
…"
1991372319177207955,abb_abdi,2025-11-20 05:05:33.457000+00:00,"عباس عبدی در یادداشتی با عنوان «رشد سقط جنين، معلول سياست غلط» نوشت: حكومت و سياستگذاران بايد نگاه خود را به مردم و حق انتخاب آنان و نيز رويكرد سياستگذاری تغيير دهند، در غير اين صورت بايد شاهد خشونت بيشتر عليه جنين‌های بی‌گناه باشيم
در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1991372319177207955,"عباس عبدی در یادداشتی با عنوان «رشد سقط جنين، معلول سياست غلط» نوشت: حكومت و سياستگذاران بايد نگاه خود را به مردم و حق انتخاب آنان و نيز رويكرد سياستگذاری تغيير دهند، در غير اين صورت بايد شاهد خشونت بيشتر عليه جنين‌های بی‌گناه باشيم
در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote in a note titled ""The growth of abortions is a result of wrong policies"" that the government and policymakers must change their view of the people and their right to choose, as well as the policy-making approach, otherwise we will have to witness more violence against innocent fetuses.
Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
1990310588548046893,abb_abdi,2025-11-17 06:46:37.149000+00:00,"عباس عبدی نوشت: مسووليت كاهش فرزندآوری به عهده كسانی است كه در مجلس و رسانه‌ها تقابل منجر به تحريم را تقويت می‌كنند

ايجاد اميد به آينده و رشد اقتصادی پايدار و افزايش اشتغال و بهبود وضع مسكن تنها راه برای افزايش فرزندآوری است.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1990310588548046893,"عباس عبدی نوشت: مسووليت كاهش فرزندآوری به عهده كسانی است كه در مجلس و رسانه‌ها تقابل منجر به تحريم را تقويت می‌كنند

ايجاد اميد به آينده و رشد اقتصادی پايدار و افزايش اشتغال و بهبود وضع مسكن تنها راه برای افزايش فرزندآوری است.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote: The responsibility for reducing childbearing lies with those who strengthen the confrontation leading to sanctions in the parliament and the media.

Creating hope for the future and sustainable economic growth, increasing employment and improving housing conditions is the only way to increase childbearing.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
1989579803612094972,abb_abdi,2025-11-15 06:22:44.443000+00:00,"عباس عبدی نوشت: تا عوامل تبعيض و رانت از رسانه، داوری و حضور در عرصه عمومی حذف نشود، شاهد رقابتی سازنده كه موجب شكل‌گيری بازی زيبا و منصفانه و بازيكنان برجسته شود نخواهيم بود

استعدادهای سياسی از دل چنين فضايی بيرون خواهند آمد.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…",0,0,0,https://x.com/EtemadDaily/status/1989579803612094972,"عباس عبدی نوشت: تا عوامل تبعيض و رانت از رسانه، داوری و حضور در عرصه عمومی حذف نشود، شاهد رقابتی سازنده كه موجب شكل‌گيری بازی زيبا و منصفانه و بازيكنان برجسته شود نخواهيم بود

استعدادهای سياسی از دل چنين فضايی بيرون خواهند آمد.

در لینک زیر بخوانید
etemadnewspaper.ir/fa/main/detail
…","Abbas Abdi wrote: until the factors of discrimination and rent are not removed from the media, refereeing and presence in the public arena, we will not witness a constructive competition that will lead to the formation of a beautiful and fair game and outstanding players.

Political talents will emerge from such an atmosphere.

Read in the link below
etemadnewspaper.ir/fa/main/detail
…"
